"annotation_id","annotator","created_at","id","label","lead_time","postproc_data","updated_at"
29,"1","2025-04-12T17:09:08.804878Z",29,"[{""start"":0,""end"":5,""text"":""19.07"",""labels"":[""data""]},{""start"":7,""end"":37,""text"":""внесение минеральных удобрений"",""labels"":[""operation""]},{""start"":42,""end"":55,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":78,""end"":81,""text"":""242"",""labels"":[""perDay""]},{""start"":108,""end"":111,""text"":""562"",""labels"":[""perOperation""]},{""start"":112,""end"":124,""text"":""отделение 11"",""labels"":[""department""]}]",28.268,"19.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 242 площадь с начала операции 562
отделение 11-площадь за день 242 площадь с начала операции 242","2025-04-12T17:09:08.804893Z"
30,"1","2025-04-12T17:16:53.032130Z",30,"[{""start"":0,""end"":5,""text"":""север"",""labels"":[""department""]},{""start"":12,""end"":18,""text"":""пахота"",""labels"":[""operation""]},{""start"":271,""end"":281,""text"":""дискование"",""labels"":[""operation""]},{""start"":359,""end"":369,""text"":""дискование"",""labels"":[""operation""]},{""start"":445,""end"":455,""text"":""дискование"",""labels"":[""operation""]},{""start"":374,""end"":388,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":460,""end"":469,""text"":""с. свекла"",""labels"":[""plant""]},{""start"":470,""end"":482,""text"":""отделение 10"",""labels"":[""department""]},{""start"":21,""end"":27,""text"":""свекла"",""labels"":[""plant""]},{""start"":44,""end"":46,""text"":""41"",""labels"":[""perDay""]},{""start"":318,""end"":320,""text"":""32"",""labels"":[""perDay""]},{""start"":347,""end"":350,""text"":""352"",""labels"":[""perOperation""]},{""start"":73,""end"":76,""text"":""501"",""labels"":[""perOperation""]},{""start"":7,""end"":11,""text"":""отд7"",""labels"":[""department""]},{""start"":77,""end"":82,""text"":""отд20"",""labels"":[""department""]},{""start"":154,""end"":156,""text"":""61"",""labels"":[""perDay""]},{""start"":183,""end"":186,""text"":""793"",""labels"":[""perOperation""]},{""start"":199,""end"":205,""text"":""пахота"",""labels"":[""operation""]},{""start"":206,""end"":210,""text"":""подс"",""labels"":[""plant""]},{""start"":412,""end"":414,""text"":""20"",""labels"":[""perDay""]},{""start"":441,""end"":444,""text"":""281"",""labels"":[""perOperation""]},{""start"":499,""end"":501,""text"":""83"",""labels"":[""perDay""]},{""start"":528,""end"":531,""text"":""203"",""labels"":[""perOperation""]},{""start"":227,""end"":229,""text"":""60"",""labels"":[""perDay""]},{""start"":256,""end"":259,""text"":""231"",""labels"":[""perOperation""]},{""start"":282,""end"":288,""text"":""к. сил"",""labels"":[""plant""]}]",520.4789999999999,"север 
отд7 пахота с свекла площадь за день 41 площадь с начала операции 501
отд20 площадь за день 20 площадь с начала операции 281 по пу площадь за день 61 площадь с начала операции 793
отделение 3 пахота подс.площадь за день 60 площадь с начала операции 231
по пу 231

дискование к. сил отделение 7. площадь за день 32 площадь с начала операции 352
пу- 484
дискование под озимая пшеница езубов площадь за день 20 площадь с начала операции 281
дискование под с. свекла отделение 10 площадь за день 83 площадь с начала операции 203 пу-1065га","2025-04-13T14:52:51.978398Z"
31,"1","2025-04-13T14:28:05.247728Z",31,"[{""start"":192,""end"":203,""text"":""отделение 7"",""labels"":[""department""]},{""start"":28,""end"":39,""text"":""отделение 7"",""labels"":[""department""]},{""start"":0,""end"":18,""text"":""внесение удобрений"",""labels"":[""operation""]},{""start"":57,""end"":60,""text"":""138"",""labels"":[""perDay""]},{""start"":87,""end"":90,""text"":""270"",""labels"":[""perOperation""]},{""start"":220,""end"":222,""text"":""32"",""labels"":[""perDay""]},{""start"":249,""end"":252,""text"":""352"",""labels"":[""perOperation""]},{""start"":160,""end"":170,""text"":""дискование"",""labels"":[""operation""]},{""start"":177,""end"":191,""text"":""кукурузный сил"",""labels"":[""plant""]}]",222.684,"внесение удобрений под рапс отделение 7 -площадь за день 138 площадь с начала операции 270
дисклвание под рапс площадь за день 40 площадь с начала операции 172
дискование после кукурузный сил отделение 7-площадь за день 32 площадь с начала операции 352 по пу 484га","2025-04-13T14:51:53.010720Z"
32,"1","2025-04-13T14:32:47.076654Z",32,"[{""start"":0,""end"":4,""text"":""диск"",""labels"":[""operation""]},{""start"":141,""end"":157,""text"":""второе дисковани"",""labels"":[""operation""]},{""start"":297,""end"":314,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":454,""end"":471,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":598,""end"":608,""text"":""дискование"",""labels"":[""operation""]},{""start"":807,""end"":813,""text"":""пахота"",""labels"":[""operation""]},{""start"":1013,""end"":1019,""text"":""пахота"",""labels"":[""operation""]},{""start"":1102,""end"":1112,""text"":""чизлование"",""labels"":[""operation""]},{""start"":1117,""end"":1130,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":1024,""end"":1039,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":818,""end"":835,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":609,""end"":625,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":476,""end"":480,""text"":""рапс"",""labels"":[""plant""]},{""start"":319,""end"":332,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":163,""end"":178,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":5,""end"":19,""text"":""озимая пшеницы"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""35"",""labels"":[""perDay""]},{""start"":201,""end"":203,""text"":""97"",""labels"":[""perDay""]},{""start"":356,""end"":359,""text"":""117"",""labels"":[""perDay""]},{""start"":503,""end"":505,""text"":""29"",""labels"":[""perDay""]},{""start"":648,""end"":651,""text"":""142"",""labels"":[""perDay""]},{""start"":72,""end"":76,""text"":""8532"",""labels"":[""perOperation""]},{""start"":230,""end"":233,""text"":""914"",""labels"":[""perOperation""]},{""start"":386,""end"":389,""text"":""469"",""labels"":[""perOperation""]},{""start"":532,""end"":535,""text"":""142"",""labels"":[""perOperation""]},{""start"":678,""end"":681,""text"":""480"",""labels"":[""perOperation""]},{""start"":887,""end"":890,""text"":""361"",""labels"":[""perOperation""]},{""start"":858,""end"":860,""text"":""21"",""labels"":[""perDay""]},{""start"":891,""end"":903,""text"":""отделение 11"",""labels"":[""department""]},{""start"":953,""end"":965,""text"":""отделение 17"",""labels"":[""department""]},{""start"":682,""end"":694,""text"":""отделение 12"",""labels"":[""department""]},{""start"":744,""end"":756,""text"":""отделение 17"",""labels"":[""department""]},{""start"":536,""end"":548,""text"":""отделение 16"",""labels"":[""department""]},{""start"":390,""end"":402,""text"":""отделение 11"",""labels"":[""department""]},{""start"":234,""end"":246,""text"":""отделение 16"",""labels"":[""department""]},{""start"":1040,""end"":1052,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1196,""end"":1208,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1163,""end"":1165,""text"":""64"",""labels"":[""perDay""]},{""start"":1192,""end"":1195,""text"":""286"",""labels"":[""perOperation""]},{""start"":1225,""end"":1227,""text"":""64"",""labels"":[""perDay""]},{""start"":1254,""end"":1257,""text"":""155"",""labels"":[""perOperation""]}]",280.533,"диск озимая пшеницы 
по пу площадь за день 35 площадь с начала операции 8532
отделение 17 площадь за день 35 площадь с начала операции 1828

второе дискование под сахарная свекла
по пу площадь за день 97 площадь с начала операции 914
отделение 16 площадь за день 97 площадь с начала операции 691

второе дискование под озимая ячмень 
по пу площадь за день 117 площадь с начала операции 469
отделение 11 площадь за день 117 площадь с начала операции 149

второе дискование под рапс
по пу площадь за день 29 площадь с начала операции 142
отделение 16 площадь за день 29 площадь с начала операции 29

дискование кукурузный силос
по пу площадь за день 142 площадь с начала операции 480
отделение 12 площадь за день 75 площадь с начала операции 112
отделение 17 площадь за день 67 площадь с начала операции 368

пахота под многолетние травы
по пу площадь за день 21 площадь с начала операции 361
отделение 11 площадь за день 18 площадь с начала операции 187
отделение 17 площадь за день 3 площадь с начала операции 3

пахота под сахарная свекла
отделение 12 площадь за день 22 площадь с начала операции 81

чизлование под озимая ячмень
(дракула)
по пу площадь за день 64 площадь с начала операции 286
отделение 12 площадь за день 64 площадь с начала операции 155","2025-04-13T14:32:47.076673Z"
33,"1","2025-04-13T14:35:08.650098Z",33,"[{""start"":77,""end"":89,""text"":""отделение 17"",""labels"":[""department""]},{""start"":236,""end"":248,""text"":""отделение 16"",""labels"":[""department""]},{""start"":393,""end"":405,""text"":""отделение 11"",""labels"":[""department""]},{""start"":455,""end"":467,""text"":""отделение 11"",""labels"":[""department""]},{""start"":600,""end"":612,""text"":""отделение 16"",""labels"":[""department""]},{""start"":746,""end"":758,""text"":""отделение 17"",""labels"":[""department""]},{""start"":835,""end"":847,""text"":""отделение 12"",""labels"":[""department""]},{""start"":992,""end"":1004,""text"":""отделение 12"",""labels"":[""department""]},{""start"":0,""end"":4,""text"":""диск"",""labels"":[""operation""]},{""start"":141,""end"":158,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":300,""end"":317,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":518,""end"":535,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":662,""end"":668,""text"":""пахота"",""labels"":[""operation""]},{""start"":808,""end"":814,""text"":""пахота"",""labels"":[""operation""]},{""start"":673,""end"":690,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":819,""end"":834,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":913,""end"":926,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":898,""end"":908,""text"":""чизлование"",""labels"":[""operation""]},{""start"":959,""end"":961,""text"":""64"",""labels"":[""perDay""]},{""start"":713,""end"":715,""text"":""25"",""labels"":[""perDay""]},{""start"":567,""end"":569,""text"":""60"",""labels"":[""perDay""]},{""start"":359,""end"":362,""text"":""136"",""labels"":[""perDay""]},{""start"":201,""end"":204,""text"":""151"",""labels"":[""perDay""]},{""start"":43,""end"":45,""text"":""95"",""labels"":[""perDay""]},{""start"":72,""end"":76,""text"":""8627"",""labels"":[""perOperation""]},{""start"":231,""end"":235,""text"":""1065"",""labels"":[""perOperation""]},{""start"":389,""end"":392,""text"":""605"",""labels"":[""perOperation""]},{""start"":596,""end"":599,""text"":""202"",""labels"":[""perOperation""]},{""start"":742,""end"":745,""text"":""386"",""labels"":[""perOperation""]},{""start"":988,""end"":991,""text"":""350"",""labels"":[""perOperation""]},{""start"":5,""end"":19,""text"":""озимая пшеницы"",""labels"":[""plant""]},{""start"":163,""end"":178,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":322,""end"":335,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":540,""end"":544,""text"":""рапс"",""labels"":[""plant""]}]",136.482,"диск озимая пшеницы 
по пу площадь за день 95 площадь с начала операции 8627
отделение 17 площадь за день 95 площадь с начала операции 1923

второе дискование под сахарная свекла
по пу площадь за день 151 площадь с начала операции 1065
отделение 16 площадь за день 151 площадь с начала операции 842

второе дискование под озимая ячмень 
по пу площадь за день 136 площадь с начала операции 605
отделение 11 площадь за день 70 площадь с начала операции 219
отделение 11 площадь за день 66 площадь с начала операции 285

второе дискование под рапс
по пу площадь за день 60 площадь с начала операции 202
отделение 16 площадь за день 60 площадь с начала операции 89

пахота под многолетние травы
по пу площадь за день 25 площадь с начала операции 386
отделение 17 площадь за день 25 площадь с начала операции 28

пахота под сахарная свекла
отделение 12 площадь за день 24 площадь с начала операции 105

чизлование под озимая ячмень
(дракула)
по пу площадь за день 64 площадь с начала операции 350
отделение 12 площадь за день 64 площадь с начала операции 219","2025-04-13T14:35:08.650111Z"
34,"1","2025-04-13T14:35:41.272552Z",34,"[{""start"":0,""end"":5,""text"":""21.07"",""labels"":[""data""]},{""start"":111,""end"":123,""text"":""отделение 12"",""labels"":[""department""]},{""start"":7,""end"":37,""text"":""внесение минеральных удобрений"",""labels"":[""operation""]},{""start"":42,""end"":55,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":78,""end"":80,""text"":""78"",""labels"":[""perDay""]},{""start"":107,""end"":110,""text"":""640"",""labels"":[""perOperation""]}]",31.471,"21.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 78 площадь с начала операции 640
отделение 12-площадь за день 78 площадь с начала операции 297","2025-04-13T14:35:41.272569Z"
35,"1","2025-04-13T14:36:17.882451Z",35,"[{""start"":0,""end"":5,""text"":""21.07"",""labels"":[""data""]},{""start"":123,""end"":135,""text"":""отделение 12"",""labels"":[""department""]},{""start"":186,""end"":198,""text"":""отделение 16"",""labels"":[""data""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":56,""text"":""сахарная свёклу"",""labels"":[""plant""]},{""start"":87,""end"":90,""text"":""220"",""labels"":[""perDay""]},{""start"":117,""end"":121,""text"":""1077"",""labels"":[""perOperation""]}]",35.594,"21.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 220 площадь с начала операции 1077

отделение 12-площадь за день 118 площадь с начала операции 234
отделение 16-площадь за день 102 площадь с начала операции 653","2025-04-13T14:36:17.882473Z"
36,"1","2025-04-13T14:36:43.834773Z",36,"[{""start"":0,""end"":5,""text"":""21.07"",""labels"":[""data""]},{""start"":110,""end"":122,""text"":""отделение 16"",""labels"":[""department""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":52,""text"":""озимая рапс"",""labels"":[""plant""]},{""start"":75,""end"":78,""text"":""103"",""labels"":[""perDay""]},{""start"":105,""end"":108,""text"":""422"",""labels"":[""perOperation""]}]",24.54,"21.07
внесение минеральные удобрений под озимая рапс пу юг площадь за день 103 площадь с начала операции 422

отделение 16-площадь за день 103 площадь с начала операции 222","2025-04-13T14:36:43.834791Z"
37,"1","2025-04-13T14:38:47.315835Z",37,"[{""start"":0,""end"":14,""text"":""2-е дискование"",""labels"":[""operation""]},{""start"":213,""end"":230,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":370,""end"":387,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":522,""end"":532,""text"":""дискование"",""labels"":[""operation""]},{""start"":667,""end"":673,""text"":""пахота"",""labels"":[""operation""]},{""start"":813,""end"":819,""text"":""пахота"",""labels"":[""operation""]},{""start"":957,""end"":967,""text"":""чизлование"",""labels"":[""operation""]},{""start"":1114,""end"":1132,""text"":""прикат многолетние"",""labels"":[""operation""]},{""start"":19,""end"":32,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":235,""end"":250,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":392,""end"":403,""text"":""озимая рапс"",""labels"":[""plant""]},{""start"":533,""end"":549,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":678,""end"":695,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":824,""end"":839,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":972,""end"":985,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":1143,""end"":1157,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":55,""end"":57,""text"":""35"",""labels"":[""perDay""]},{""start"":273,""end"":275,""text"":""54"",""labels"":[""perDay""]},{""start"":426,""end"":428,""text"":""60"",""labels"":[""perDay""]},{""start"":572,""end"":574,""text"":""30"",""labels"":[""perDay""]},{""start"":718,""end"":720,""text"":""26"",""labels"":[""perDay""]},{""start"":862,""end"":864,""text"":""13"",""labels"":[""perDay""]},{""start"":1018,""end"":1020,""text"":""39"",""labels"":[""perDay""]},{""start"":84,""end"":87,""text"":""640"",""labels"":[""perOperation""]},{""start"":302,""end"":306,""text"":""1119"",""labels"":[""perOperation""]},{""start"":455,""end"":458,""text"":""262"",""labels"":[""perOperation""]},{""start"":601,""end"":604,""text"":""510"",""labels"":[""perOperation""]},{""start"":747,""end"":750,""text"":""412"",""labels"":[""perOperation""]},{""start"":891,""end"":894,""text"":""118"",""labels"":[""perOperation""]},{""start"":1047,""end"":1050,""text"":""389"",""labels"":[""perOperation""]},{""start"":1158,""end"":1170,""text"":""отделение 11"",""labels"":[""department""]},{""start"":1051,""end"":1063,""text"":""отделение 12"",""labels"":[""department""]},{""start"":895,""end"":907,""text"":""отделение 11"",""labels"":[""department""]},{""start"":751,""end"":763,""text"":""отделение 17"",""labels"":[""department""]},{""start"":605,""end"":617,""text"":""отделение 11"",""labels"":[""department""]},{""start"":459,""end"":471,""text"":""отделение 16"",""labels"":[""department""]},{""start"":307,""end"":319,""text"":""отделение 12"",""labels"":[""department""]},{""start"":88,""end"":100,""text"":""отделение 11"",""labels"":[""department""]},{""start"":150,""end"":162,""text"":""отделение 12"",""labels"":[""department""]}]",121.801,"2-е дискование под озимая ячмень
по пу площадь за день 35 площадь с начала операции 640
отделение 11 площадь за день 23 площадь с начала операции 242
отделение 12 площадь за день 12 площадь с начала операции 297

второе дискование под сахарная свекла
по пу площадь за день 54 площадь с начала операции 1119
отделение 12 площадь за день 54 площадь с начала операции 170

второе дискование под озимая рапс
по пу площадь за день 60 площадь с начала операции 262
отделение 16 площадь за день 60 площадь с начала операции 149

дискование кукурузный силос
по пу площадь за день 30 площадь с начала операции 510
отделение 11 площадь за день 30 площадь с начала операции 30

пахота под многолетние травы
по пу площадь за день 26 площадь с начала операции 412
отделение 17 площадь за день 26 площадь с начала операции 54

пахота под сахарная свекла
по пу площадь за день 13 площадь с начала операции 118
отделение 11 площадь за день 13 площадь с начала операции 13

чизлование под озимая ячмень
(дракула)
по пу площадь за день 39 площадь с начала операции 389
отделение 12 площадь за день 39 площадь с начала операции 258

прикат многолетние травы под озимая пшеница
отделение 11 площадь за день 60 площадь с начала операции 60","2025-04-13T14:38:47.315849Z"
39,"1","2025-04-13T15:07:27.653840Z",38,"[{""start"":77,""end"":89,""text"":""отделение 17"",""labels"":[""department""]},{""start"":235,""end"":247,""text"":""отделение 12"",""labels"":[""department""]},{""start"":388,""end"":400,""text"":""отделение 16"",""labels"":[""department""]},{""start"":542,""end"":554,""text"":""отделение 17"",""labels"":[""department""]},{""start"":685,""end"":697,""text"":""отделение 11"",""labels"":[""department""]},{""start"":832,""end"":844,""text"":""отделение 11"",""labels"":[""department""]},{""start"":893,""end"":905,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1039,""end"":1051,""text"":""отделение 17"",""labels"":[""department""]},{""start"":1182,""end"":1194,""text"":""отделение 11"",""labels"":[""department""]},{""start"":1242,""end"":1254,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1386,""end"":1398,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1494,""end"":1506,""text"":""отделение 11"",""labels"":[""department""]},{""start"":0,""end"":4,""text"":""диск"",""labels"":[""operation""]},{""start"":5,""end"":19,""text"":""озимая пшеницы"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""19"",""labels"":[""perDay""]},{""start"":72,""end"":76,""text"":""8646"",""labels"":[""perOperation""]},{""start"":201,""end"":203,""text"":""60"",""labels"":[""perDay""]},{""start"":354,""end"":357,""text"":""102"",""labels"":[""perDay""]},{""start"":384,""end"":387,""text"":""364"",""labels"":[""perOperation""]},{""start"":230,""end"":234,""text"":""1179"",""labels"":[""perOperation""]},{""start"":538,""end"":541,""text"":""644"",""labels"":[""perOperation""]},{""start"":681,""end"":684,""text"":""580"",""labels"":[""perOperation""]},{""start"":828,""end"":831,""text"":""456"",""labels"":[""perOperation""]},{""start"":510,""end"":511,""text"":""4"",""labels"":[""perDay""]},{""start"":652,""end"":654,""text"":""70"",""labels"":[""perDay""]},{""start"":799,""end"":801,""text"":""67"",""labels"":[""perDay""]},{""start"":1007,""end"":1008,""text"":""2"",""labels"":[""perDay""]},{""start"":1035,""end"":1038,""text"":""414"",""labels"":[""perOperation""]},{""start"":1149,""end"":1151,""text"":""19"",""labels"":[""perDay""]},{""start"":1178,""end"":1181,""text"":""137"",""labels"":[""perOperation""]},{""start"":1352,""end"":1355,""text"":""179"",""labels"":[""perDay""]},{""start"":1382,""end"":1385,""text"":""320"",""labels"":[""perOperation""]},{""start"":141,""end"":158,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":298,""end"":315,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":452,""end"":469,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":163,""end"":178,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":320,""end"":331,""text"":""озимая рапс"",""labels"":[""plant""]},{""start"":474,""end"":487,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":602,""end"":612,""text"":""дискование"",""labels"":[""operation""]},{""start"":613,""end"":629,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":763,""end"":776,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":748,""end"":758,""text"":""чизлование"",""labels"":[""operation""]},{""start"":956,""end"":962,""text"":""пахота"",""labels"":[""operation""]},{""start"":1100,""end"":1106,""text"":""пахота"",""labels"":[""operation""]},{""start"":1305,""end"":1311,""text"":""прикат"",""labels"":[""operation""]},{""start"":967,""end"":984,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":1111,""end"":1126,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":1316,""end"":1329,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":1523,""end"":1525,""text"":""39"",""labels"":[""perDay""]},{""start"":1552,""end"":1554,""text"":""99"",""labels"":[""perOperation""]},{""start"":1450,""end"":1474,""text"":""прикат многолетние травы"",""labels"":[""operation""]},{""start"":1479,""end"":1493,""text"":""озимая пшеница"",""labels"":[""plant""]}]",801.807,"диск озимая пшеницы 
по пу площадь за день 19 площадь с начала операции 8646
отделение 17 площадь за день 19 площадь с начала операции 1942

второе дискование под сахарная свекла
по пу площадь за день 60 площадь с начала операции 1179
отделение 12 площадь за день 60 площадь с начала операции 230

второе дискование под озимая рапс
по пу площадь за день 102 площадь с начала операции 364
отделение 16 площадь за день 102 площадь с начала операции 251

второе дискование под озимая ячмень
по пу площадь за день 4 площадь с начала операции 644
отделение 17 площадь за день 4 площадь с начала операции 4

дискование кукурузный силос
по пу площадь за день 70 площадь с начала операции 580
отделение 11 площадь за день 70 площадь с начала операции 100

чизлование под озимая ячмень
по пу площадь за день 67 площадь с начала операции 456
отделение 11 площадь за день 28 площадь с начала операции 28
отделение 12 площадь за день 39 площадь с начала операции 297

пахота под многолетние травы
по пу площадь за день 2 площадь с начала операции 414
отделение 17 площадь за день 2 площадь с начала операции 56

пахота под сахарная свекла
по пу площадь за день 19 площадь с начала операции 137
отделение 11 площадь за день 8 площадь с начала операции 21
отделение 12 площадь за день 11 площадь с начала операции 116

прикат под озимая ячмень
по пу площадь за день 179 площадь с начала операции 320
отделение 12 площадь за день 179 площадь с начала операции 219

прикат многолетние травы под озимая пшеница
отделение 11 площадь за день 39 площадь с начала операции 99","2025-04-13T15:07:27.653856Z"
40,"1","2025-04-13T15:11:28.295801Z",39,"[{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":11,""end"":26,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":49,""end"":51,""text"":""40"",""labels"":[""perDay""]},{""start"":78,""end"":81,""text"":""183"",""labels"":[""perOperation""]},{""start"":82,""end"":94,""text"":""отделение 11"",""labels"":[""department""]},{""start"":142,""end"":154,""text"":""отделение 12"",""labels"":[""department""]},{""start"":204,""end"":216,""text"":""отделение 16"",""labels"":[""department""]},{""start"":266,""end"":272,""text"":""пахота"",""labels"":[""operation""]},{""start"":277,""end"":294,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":410,""end"":420,""text"":""дискование"",""labels"":[""operation""]},{""start"":421,""end"":435,""text"":""озимая пшеницы"",""labels"":[""plant""]},{""start"":556,""end"":573,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":578,""end"":593,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":711,""end"":728,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":733,""end"":746,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":864,""end"":922,""text"":""выкашивание отцовские травы формирование подготовка грунта"",""labels"":[""operation""]},{""start"":349,""end"":361,""text"":""отделение 17"",""labels"":[""department""]},{""start"":492,""end"":504,""text"":""отделение 12"",""labels"":[""department""]},{""start"":649,""end"":661,""text"":""отделение 12"",""labels"":[""department""]},{""start"":802,""end"":814,""text"":""отделение 17"",""labels"":[""department""]},{""start"":923,""end"":935,""text"":""отделение 12"",""labels"":[""department""]},{""start"":458,""end"":460,""text"":""40"",""labels"":[""perDay""]},{""start"":616,""end"":617,""text"":""4"",""labels"":[""perDay""]},{""start"":769,""end"":771,""text"":""35"",""labels"":[""perDay""]},{""start"":952,""end"":953,""text"":""2"",""labels"":[""perDay""]},{""start"":980,""end"":981,""text"":""2"",""labels"":[""perOperation""]},{""start"":798,""end"":801,""text"":""679"",""labels"":[""perOperation""]},{""start"":644,""end"":648,""text"":""1183"",""labels"":[""perOperation""]},{""start"":487,""end"":491,""text"":""8686"",""labels"":[""perOperation""]},{""start"":345,""end"":348,""text"":""417"",""labels"":[""perOperation""]},{""start"":317,""end"":318,""text"":""3"",""labels"":[""perDay""]}]",189.05100000000002,"пахота под сахарная свекла
по пу площадь за день 40 площадь с начала операции 183
отделение 11 площадь за день 3 площадь с начала операции 24
отделение 12 площадь за день 24 площадь с начала операции 146
отделение 16 площадь за день 13 площадь с начала операции 13

пахота под многолетние травы
по пу площадь за день 3 площадь с начала операции 417
отделение 17 площадь за день 3 площадь с начала операции 59

дискование озимая пшеницы
по пу площадь за день 40 площадь с начала операции 8686
отделение 12 площадь за день 40 площадь с начала операции 2542

второе дискование под сахарная свекла
по пу площадь за день 4 площадь с начала операции 1183
отделение 12 площадь за день 4 площадь с начала операции 234

второе дискование под озимая ячмень
по пу площадь за день 35 площадь с начала операции 679
отделение 17 площадь за день 35 площадь с начала операции 39

выкашивание отцовские травы формирование подготовка грунта
отделение 12 площадь за день 2 площадь с начала операции 2","2025-04-13T15:11:28.295819Z"
41,"1","2025-04-13T15:12:15.377589Z",40,"[{""start"":0,""end"":5,""text"":""25.07"",""labels"":[""data""]},{""start"":7,""end"":37,""text"":""внесение минеральных удобрений"",""labels"":[""operation""]},{""start"":42,""end"":55,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":78,""end"":80,""text"":""69"",""labels"":[""perDay""]},{""start"":107,""end"":110,""text"":""819"",""labels"":[""perOperation""]},{""start"":111,""end"":123,""text"":""отделение 17"",""labels"":[""department""]}]",38.849000000000004,"25.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 69 площадь с начала операции 819
отделение 17-площадь за день 110 площадь с начала операции 179","2025-04-13T15:12:15.377602Z"
