"annotation_id","annotator","created_at","id","label","lead_time","postproc_data","updated_at"
11,"1","2025-04-12T16:34:45.038536Z",11,"[{""start"":0,""end"":5,""text"":""16.10"",""labels"":[""data""]},{""start"":6,""end"":41,""text"":""внесение противозлакового гербецида"",""labels"":[""operation""]},{""start"":45,""end"":57,""text"":""озимая рапсе"",""labels"":[""plant""]},{""start"":80,""end"":82,""text"":""60"",""labels"":[""perDay""]},{""start"":109,""end"":112,""text"":""444"",""labels"":[""perOperation""]},{""start"":113,""end"":125,""text"":""отделение 11"",""labels"":[""department""]}]",50.259,"16.10
внесение противозлакового гербецида на озимая рапсе пу юг площадь за день 60 площадь с начала операции 444
отделение 11-площадь за день 60 площадь с начала операции 119","2025-04-12T16:34:45.038551Z"
12,"1","2025-04-12T16:36:56.283166Z",12,"[{""start"":76,""end"":88,""text"":""отделение 17"",""labels"":[""department""]},{""start"":231,""end"":243,""text"":""отделение 12"",""labels"":[""department""]},{""start"":386,""end"":398,""text"":""отделение 12"",""labels"":[""department""]},{""start"":538,""end"":550,""text"":""отделение 17"",""labels"":[""department""]},{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":138,""end"":155,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":293,""end"":310,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":449,""end"":464,""text"":""2-ое дискование"",""labels"":[""operation""]},{""start"":16,""end"":19,""text"":""сою"",""labels"":[""plant""]},{""start"":160,""end"":176,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":315,""end"":330,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":465,""end"":480,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":43,""end"":44,""text"":""7"",""labels"":[""perDay""]},{""start"":199,""end"":201,""text"":""16"",""labels"":[""perDay""]},{""start"":353,""end"":355,""text"":""67"",""labels"":[""perDay""]},{""start"":504,""end"":506,""text"":""59"",""labels"":[""perDay""]},{""start"":71,""end"":75,""text"":""1402"",""labels"":[""perOperation""]},{""start"":228,""end"":230,""text"":""16"",""labels"":[""perOperation""]},{""start"":382,""end"":385,""text"":""912"",""labels"":[""perOperation""]},{""start"":533,""end"":537,""text"":""1041"",""labels"":[""perOperation""]}]",127.05,"пахота зяби под сою 
по пу площадь за день 7 площадь с начала операции 1402
отделение 17 площадь за день 7 площадь с начала операции 141

выравнивание зяби под кукурузный силос
по пу площадь за день 16 площадь с начала операции 16
отделение 12 площадь за день 16 площадь с начала операции 16

выравнивание зяби под сахарная свекла
по пу площадь за день 67 площадь с начала операции 912
отделение 12 площадь за день 67 площадь с начала операции 376

2-ое дискование сахарная свекла 
по пу площадь за день 59 площадь с начала операции 1041
отделение 17 площадь за день 59 площадь с начала операции 349","2025-04-12T16:36:56.283182Z"
13,"1","2025-04-12T16:38:33.684626Z",13,"[{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":137,""end"":143,""text"":""пахота"",""labels"":[""operation""]},{""start"":288,""end"":305,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":453,""end"":470,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":547,""end"":559,""text"":""отделение 11"",""labels"":[""department""]},{""start"":75,""end"":87,""text"":""отделение 17"",""labels"":[""department""]},{""start"":225,""end"":237,""text"":""отделение 11"",""labels"":[""department""]},{""start"":390,""end"":402,""text"":""отделение 17"",""labels"":[""department""]},{""start"":16,""end"":19,""text"":""сою"",""labels"":[""plant""]},{""start"":153,""end"":169,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":326,""end"":333,""text"":""пшеница"",""labels"":[""plant""]},{""start"":475,""end"":490,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":42,""end"":43,""text"":""5"",""labels"":[""perDay""]},{""start"":192,""end"":194,""text"":""26"",""labels"":[""perDay""]},{""start"":356,""end"":358,""text"":""41"",""labels"":[""perDay""]},{""start"":513,""end"":515,""text"":""35"",""labels"":[""perDay""]},{""start"":70,""end"":74,""text"":""1427"",""labels"":[""perOperation""]},{""start"":221,""end"":224,""text"":""445"",""labels"":[""perOperation""]},{""start"":385,""end"":389,""text"":""1142"",""labels"":[""perOperation""]},{""start"":542,""end"":546,""text"":""1269"",""labels"":[""perOperation""]}]",76.742,"пахота зяби под сою
по пу площадь за день 5 площадь с начала операции 1427
отделение 17 площадь за день 5 площадь с начала операции 166

пахота зяби под кукурузный силос
по пу площадь за день 26 площадь с начала операции 445
отделение 11 площадь за день 26 площадь с начала операции 180

второе дискование сахарная свекла под пшеница
по пу площадь за день 41 площадь с начала операции 1142
отделение 17 площадь за день 41 площадь с начала операции 450

выравнивание зяби под сахарная свекла
по пу площадь за день 35 площадь с начала операции 1269
отделение 11 площадь за день 35 площадь с начала операции 400","2025-04-12T16:38:33.684638Z"
14,"1","2025-04-12T16:40:49.789346Z",14,"[{""start"":76,""end"":88,""text"":""отделение 17"",""labels"":[""department""]},{""start"":227,""end"":239,""text"":""отделение 11"",""labels"":[""department""]},{""start"":373,""end"":385,""text"":""отделение 17"",""labels"":[""department""]},{""start"":530,""end"":542,""text"":""отделение 11"",""labels"":[""department""]},{""start"":592,""end"":604,""text"":""отделение 12"",""labels"":[""department""]},{""start"":688,""end"":700,""text"":""отделение 11"",""labels"":[""department""]},{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":139,""end"":145,""text"":""пахота"",""labels"":[""operation""]},{""start"":290,""end"":300,""text"":""дискование"",""labels"":[""operation""]},{""start"":436,""end"":453,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":655,""end"":672,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":16,""end"":19,""text"":""сою"",""labels"":[""plant""]},{""start"":155,""end"":171,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":301,""end"":316,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":458,""end"":473,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":677,""end"":687,""text"":""подсолнухи"",""labels"":[""plant""]},{""start"":42,""end"":44,""text"":""13"",""labels"":[""perDay""]},{""start"":194,""end"":196,""text"":""26"",""labels"":[""perDay""]},{""start"":339,""end"":341,""text"":""85"",""labels"":[""perDay""]},{""start"":496,""end"":498,""text"":""45"",""labels"":[""perDay""]},{""start"":71,""end"":75,""text"":""1440"",""labels"":[""perOperation""]},{""start"":223,""end"":226,""text"":""471"",""labels"":[""perOperation""]},{""start"":368,""end"":372,""text"":""1237"",""labels"":[""perOperation""]},{""start"":525,""end"":529,""text"":""1314"",""labels"":[""perOperation""]}]",125.423,"пахота зяби под сою
по пу площадь за день 13 площадь с начала операции 1440
отделение 17 площадь за день 13 площадь с начала операции 179

пахота зяби под кукурузный силос
по пу площадь за день 26 площадь с начала операции 471
отделение 11 площадь за день 26 площадь с начала операции 206

дискование сахарная свекла
по пу площадь за день 85 площадь с начала операции 1237
отделение 17 площадь за день 85 площадь с начала операции 535

выравнивание зяби под сахарная свекла
по пу площадь за день 45 площадь с начала операции 1314
отделение 11 площадь за день 10 площадь с начала операции 410
отделение 12 площадь за день 35 площадь с начала операции 661

выравнивание зяби под подсолнухи
отделение 11 площадь за день 41 площадь с начала операции 41","2025-04-12T16:40:49.789358Z"
15,"1","2025-04-12T16:42:45.982478Z",15,"[{""start"":0,""end"":5,""text"":""15.11"",""labels"":[""data""]},{""start"":10,""end"":16,""text"":""пахота"",""labels"":[""operation""]},{""start"":85,""end"":91,""text"":""пахота"",""labels"":[""operation""]},{""start"":26,""end"":34,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":101,""end"":104,""text"":""сою"",""labels"":[""plant""]},{""start"":177,""end"":194,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":199,""end"":214,""text"":""сахарную свёклу"",""labels"":[""plant""]},{""start"":215,""end"":217,""text"":""43"",""labels"":[""perDay""]},{""start"":35,""end"":36,""text"":""7"",""labels"":[""perDay""]},{""start"":105,""end"":107,""text"":""50"",""labels"":[""perDay""]},{""start"":46,""end"":49,""text"":""569"",""labels"":[""perOperation""]},{""start"":117,""end"":120,""text"":""849"",""labels"":[""perOperation""]},{""start"":227,""end"":230,""text"":""917"",""labels"":[""perOperation""]},{""start"":6,""end"":9,""text"":""мир"",""labels"":[""department""]}]",173.125,"15.11 мир
пахота зяби под кукурузу 7 га день, 569 га от начала, 84%, 103 га остаток.
пахота зяби под сою 50 га день, 849 га от начала, 75%, 290 га остаток.
работало 4 агрегата.
выравнивание зяби под сахарную свёклу 43 га день, 917 га от начала, 96 %, 35 га остаток.
работал 1 агрегат.","2025-04-12T16:44:13.219628Z"
16,"1","2025-04-12T16:44:46.660607Z",16,"[{""start"":5,""end"":22,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":31,""end"":34,""text"":""199"",""labels"":[""perDay""]},{""start"":53,""end"":56,""text"":""533"",""labels"":[""perOperation""]},{""start"":27,""end"":30,""text"":""сою"",""labels"":[""plant""]}]",37.339999999999996,"тск 
выравнивание зяби под сою 199 га/ с нарастающим 533 га (8%) остаток 5564 га
осадки 2 мм","2025-04-12T16:44:55.563598Z"
17,"1","2025-04-12T16:47:18.579765Z",17,"[{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":139,""end"":149,""text"":""дискование"",""labels"":[""operation""]},{""start"":287,""end"":304,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":452,""end"":469,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":546,""end"":558,""text"":""отделение 11"",""labels"":[""department""]},{""start"":642,""end"":654,""text"":""отделение 11"",""labels"":[""department""]},{""start"":389,""end"":401,""text"":""отделение 17"",""labels"":[""department""]},{""start"":223,""end"":235,""text"":""отделение 17"",""labels"":[""department""]},{""start"":76,""end"":88,""text"":""отделение 17"",""labels"":[""department""]},{""start"":42,""end"":44,""text"":""11"",""labels"":[""perDay""]},{""start"":71,""end"":75,""text"":""1451"",""labels"":[""perOperation""]},{""start"":188,""end"":191,""text"":""118"",""labels"":[""perDay""]},{""start"":218,""end"":222,""text"":""1355"",""labels"":[""perOperation""]},{""start"":17,""end"":18,""text"":""о"",""labels"":[""plant""]},{""start"":150,""end"":165,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":325,""end"":332,""text"":""пшеница"",""labels"":[""plant""]},{""start"":355,""end"":357,""text"":""35"",""labels"":[""perDay""]},{""start"":384,""end"":388,""text"":""1177"",""labels"":[""perOperation""]},{""start"":512,""end"":514,""text"":""51"",""labels"":[""perDay""]},{""start"":541,""end"":545,""text"":""1365"",""labels"":[""perOperation""]},{""start"":609,""end"":626,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":631,""end"":641,""text"":""подсолнухи"",""labels"":[""plant""]},{""start"":474,""end"":489,""text"":""сахарная свекла"",""labels"":[""plant""]}]",136.047,"пахота зяби под сою
по пу площадь за день 11 площадь с начала операции 1451
отделение 17 площадь за день 11 площадь с начала операции 190

дискование сахарная свекла
по пу площадь за день 118 площадь с начала операции 1355
отделение 17 площадь за день 118 площадь с начала операции 653

второе дискование сахарная свекла под пшеница
по пу площадь за день 35 площадь с начала операции 1177
отделение 17 площадь за день 35 площадь с начала операции 485

выравнивание зяби под сахарная свекла
по пу площадь за день 51 площадь с начала операции 1365
отделение 11 площадь за день 51 площадь с начала операции 461

выравнивание зяби под подсолнухи
отделение 11 площадь за день 47 площадь с начала операции 89","2025-04-12T16:47:18.579777Z"
18,"1","2025-04-12T16:48:39.671343Z",18,"[{""start"":0,""end"":5,""text"":""23.10"",""labels"":[""data""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":55,""text"":""озимая пшеницу"",""labels"":[""plant""]},{""start"":85,""end"":88,""text"":""216"",""labels"":[""perDay""]},{""start"":115,""end"":119,""text"":""7698"",""labels"":[""perOperation""]},{""start"":120,""end"":132,""text"":""отделение 17"",""labels"":[""department""]}]",69.588,"23.10
внесение минеральные удобрений под озимая пшеницу 2025 г пу юг площадь за день 216 площадь с начала операции 7698
отделение 17-площадь за день 216 площадь с начала операции 1877","2025-04-12T16:48:39.671358Z"
19,"1","2025-04-12T16:49:18.248017Z",19,"[{""start"":0,""end"":5,""text"":""23.10"",""labels"":[""data""]},{""start"":6,""end"":41,""text"":""внесение противозлакового гербецида"",""labels"":[""operation""]},{""start"":45,""end"":57,""text"":""озимая рапсе"",""labels"":[""plant""]},{""start"":80,""end"":83,""text"":""134"",""labels"":[""perDay""]},{""start"":110,""end"":113,""text"":""578"",""labels"":[""perOperation""]},{""start"":114,""end"":126,""text"":""отделение 11"",""labels"":[""department""]}]",34.263,"23.10
внесение противозлакового гербецида на озимая рапсе пу юг площадь за день 134 площадь с начала операции 578
отделение 11-площадь за день 134 площадь с начала операции 253","2025-04-12T16:49:18.248039Z"
20,"1","2025-04-12T16:55:14.231925Z",20,"[{""start"":76,""end"":88,""text"":""отделение 17"",""labels"":[""department""]},{""start"":222,""end"":234,""text"":""отделение 16"",""labels"":[""department""]},{""start"":283,""end"":295,""text"":""отделение 17"",""labels"":[""department""]},{""start"":449,""end"":461,""text"":""отделение 17"",""labels"":[""department""]},{""start"":607,""end"":619,""text"":""отделение 11"",""labels"":[""department""]},{""start"":0,""end"":11,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":139,""end"":149,""text"":""дискование"",""labels"":[""operation""]},{""start"":346,""end"":363,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":513,""end"":530,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":150,""end"":165,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":16,""end"":19,""text"":""сою"",""labels"":[""plant""]},{""start"":384,""end"":391,""text"":""пшеница"",""labels"":[""plant""]},{""start"":535,""end"":550,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":188,""end"":190,""text"":""36"",""labels"":[""perDay""]},{""start"":42,""end"":44,""text"":""13"",""labels"":[""perDay""]},{""start"":414,""end"":417,""text"":""111"",""labels"":[""perDay""]},{""start"":573,""end"":575,""text"":""30"",""labels"":[""perDay""]},{""start"":71,""end"":75,""text"":""1464"",""labels"":[""perOperation""]},{""start"":217,""end"":221,""text"":""1391"",""labels"":[""perOperation""]},{""start"":444,""end"":448,""text"":""1288"",""labels"":[""perOperation""]},{""start"":602,""end"":606,""text"":""1395"",""labels"":[""perOperation""]}]",354.228,"пахота зяби под сою
по пу площадь за день 13 площадь с начала операции 1464
отделение 17 площадь за день 13 площадь с начала операции 203

дискование сахарная свекла
по пу площадь за день 36 площадь с начала операции 1391
отделение 16 площадь за день 25 площадь с начала операции 25
отделение 17 площадь за день 11 площадь с начала операции 664

второе дискование сахарная свекла под пшеница
по пу площадь за день 111 площадь с начала операции 1288
отделение 17 площадь за день 111 площадь с начала операции 596

выравнивание зяби под сахарная свекла
по пу площадь за день 30 площадь с начала операции 1395
отделение 11 площадь за день 30 площадь с начала операции 491","2025-04-12T16:55:14.231940Z"
21,"1","2025-04-12T16:56:01.982698Z",21,"[{""start"":5,""end"":22,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":27,""end"":30,""text"":""сою"",""labels"":[""plant""]},{""start"":31,""end"":34,""text"":""187"",""labels"":[""perDay""]},{""start"":53,""end"":56,""text"":""740"",""labels"":[""perOperation""]}]",142.776,"тск 
выравнивание зяби под сою 187 га/ с нарастающим 740 га (13%) остаток 5357 га
осадки 1 мм","2025-04-12T16:57:38.279892Z"
22,"1","2025-04-12T16:59:32.048304Z",22,"[{""start"":0,""end"":5,""text"":""19.11"",""labels"":[""data""]},{""start"":6,""end"":9,""text"":""мир"",""labels"":[""department""]},{""start"":10,""end"":16,""text"":""пахота"",""labels"":[""operation""]},{""start"":69,""end"":75,""text"":""пахота"",""labels"":[""operation""]},{""start"":162,""end"":179,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":184,""end"":196,""text"":""подсолнечник"",""labels"":[""plant""]},{""start"":26,""end"":34,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":85,""end"":88,""text"":""сою"",""labels"":[""plant""]},{""start"":36,""end"":37,""text"":"" "",""labels"":[""perDay""]},{""start"":89,""end"":91,""text"":""70"",""labels"":[""perDay""]},{""start"":197,""end"":199,""text"":""15"",""labels"":[""perDay""]},{""start"":46,""end"":49,""text"":""672"",""labels"":[""perOperation""]},{""start"":209,""end"":211,""text"":""15"",""labels"":[""perOperation""]},{""start"":101,""end"":105,""text"":""1009"",""labels"":[""perOperation""]}]",85.998,"19.11 мир
пахота зяби под кукурузу 8 га день, 672 га от начала, 100%
пахота зяби под сою 70 га день, 1009 га от начала, 89%, 130 га остаток.
работало 3 агрегата.
выравнивание зяби под подсолнечник 15 га день, 15 га от начала, 2%, остаток 691га. работал 1 агрегат","2025-04-12T16:59:32.048316Z"
23,"1","2025-04-12T17:00:05.971501Z",23,"[{""start"":0,""end"":5,""text"":""24.10"",""labels"":[""data""]},{""start"":6,""end"":42,""text"":""внесение противозлакового гербецида "",""labels"":[""operation""]},{""start"":45,""end"":57,""text"":""озимая рапсе"",""labels"":[""plant""]},{""start"":80,""end"":83,""text"":""108"",""labels"":[""perDay""]},{""start"":110,""end"":113,""text"":""686"",""labels"":[""perOperation""]},{""start"":114,""end"":126,""text"":""отделение 11"",""labels"":[""department""]}]",31.857,"24.10
внесение противозлакового гербецида на озимая рапсе пу юг площадь за день 108 площадь с начала операции 686
отделение 11-площадь за день 108 площадь с начала операции 361","2025-04-12T17:00:05.971513Z"
24,"1","2025-04-12T17:01:09.295101Z",24,"[{""start"":0,""end"":5,""text"":""24.10"",""labels"":[""data""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":55,""text"":""озимая пшеницу"",""labels"":[""plant""]},{""start"":120,""end"":132,""text"":""отделение 16"",""labels"":[""department""]}]",62.157,"24.10
внесение минеральные удобрений под озимая пшеницу 2025 г пу юг площадь за день 123 площадь с начала операции 7821
отделение 16-площадь за день 123 площадь с начала операции 1123","2025-04-12T17:01:09.295121Z"
25,"1","2025-04-12T17:02:00.050370Z",25,"[{""start"":0,""end"":5,""text"":""17.07"",""labels"":[""data""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":109,""end"":121,""text"":""отделение 16"",""labels"":[""department""]},{""start"":173,""end"":185,""text"":""отделение 17"",""labels"":[""department""]},{""start"":41,""end"":52,""text"":""озимая рапс"",""labels"":[""plant""]},{""start"":75,""end"":78,""text"":""206"",""labels"":[""perDay""]},{""start"":105,""end"":108,""text"":""319"",""labels"":[""perOperation""]}]",49.06,"17.07
внесение минеральные удобрений под озимая рапс пу юг площадь за день 206 площадь с начала операции 319
отделение 16- площадь за день 119 площадь с начала операции 119
отделение 17-площадь за день 87 площадь с начала операции 87","2025-04-12T17:02:00.050382Z"
26,"1","2025-04-12T17:02:47.940692Z",26,"[{""start"":0,""end"":5,""text"":""17.07"",""labels"":[""data""]},{""start"":120,""end"":132,""text"":""отделение 17"",""labels"":[""department""]},{""start"":286,""end"":298,""text"":""отделение 12"",""labels"":[""department""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":55,""text"":""сахарная свёкл"",""labels"":[""plant""]},{""start"":87,""end"":89,""text"":""83"",""labels"":[""perDay""]},{""start"":116,""end"":119,""text"":""739"",""labels"":[""perOperation""]},{""start"":182,""end"":212,""text"":""внесение минеральных удобрений"",""labels"":[""operation""]},{""start"":217,""end"":230,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":253,""end"":255,""text"":""80"",""labels"":[""perDay""]},{""start"":282,""end"":285,""text"":""320"",""labels"":[""perOperation""]}]",46.815,"17.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 83 площадь с начала операции 739
отделение 17-площадь за день 83 площадь с начала операции 83

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 80 площадь с начала операции 320
отделение 12-площадь за день 80 площадь с начала операции 219","2025-04-12T17:02:47.940706Z"
27,"1","2025-04-12T17:06:55.429012Z",27,"[{""start"":993,""end"":1008,""text"":""сахарная свекла"",""labels"":[""operation""]},{""start"":846,""end"":863,""text"":""многолетние травы"",""labels"":[""plant""]},{""start"":758,""end"":772,""text"":""озимая пшеница"",""labels"":[""plant""]},{""start"":526,""end"":542,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":321,""end"":334,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":163,""end"":178,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":5,""end"":19,""text"":""озимая пшеницы"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""20"",""labels"":[""perDay""]},{""start"":72,""end"":76,""text"":""8497"",""labels"":[""perOperation""]},{""start"":201,""end"":204,""text"":""112"",""labels"":[""perDay""]},{""start"":231,""end"":234,""text"":""817"",""labels"":[""perOperation""]},{""start"":358,""end"":360,""text"":""61"",""labels"":[""perDay""]},{""start"":387,""end"":390,""text"":""352"",""labels"":[""perOperation""]},{""start"":565,""end"":568,""text"":""119"",""labels"":[""perDay""]},{""start"":595,""end"":598,""text"":""338"",""labels"":[""perOperation""]},{""start"":1132,""end"":1134,""text"":""91"",""labels"":[""perDay""]},{""start"":1161,""end"":1164,""text"":""222"",""labels"":[""perOperation""]},{""start"":1274,""end"":1276,""text"":""49"",""labels"":[""perDay""]},{""start"":1303,""end"":1306,""text"":""141"",""labels"":[""perOperation""]},{""start"":77,""end"":89,""text"":""отделение 17"",""labels"":[""department""]},{""start"":235,""end"":247,""text"":""отделение 16"",""labels"":[""department""]},{""start"":391,""end"":403,""text"":""отделение 11"",""labels"":[""department""]},{""start"":452,""end"":464,""text"":""отделение 12"",""labels"":[""department""]},{""start"":599,""end"":611,""text"":""отделение 12"",""labels"":[""department""]},{""start"":660,""end"":672,""text"":""отделение 17"",""labels"":[""department""]},{""start"":773,""end"":785,""text"":""отделение 11"",""labels"":[""department""]},{""start"":919,""end"":931,""text"":""отделение 11"",""labels"":[""department""]},{""start"":1009,""end"":1021,""text"":""отделение 12"",""labels"":[""department""]},{""start"":886,""end"":888,""text"":""16"",""labels"":[""perDay""]},{""start"":915,""end"":918,""text"":""340"",""labels"":[""perOperation""]},{""start"":0,""end"":4,""text"":""диск"",""labels"":[""operation""]},{""start"":141,""end"":158,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":299,""end"":316,""text"":""второе дискование"",""labels"":[""operation""]},{""start"":515,""end"":525,""text"":""дискование"",""labels"":[""operation""]},{""start"":723,""end"":753,""text"":""выравнивание многолетние травы"",""labels"":[""operation""]},{""start"":835,""end"":841,""text"":""пахота"",""labels"":[""operation""]},{""start"":982,""end"":988,""text"":""пахота"",""labels"":[""operation""]},{""start"":1071,""end"":1081,""text"":""чизлование"",""labels"":[""operation""]},{""start"":1086,""end"":1099,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":1165,""end"":1177,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1308,""end"":1320,""text"":""отделение 12"",""labels"":[""department""]},{""start"":1369,""end"":1381,""text"":""отделение 16"",""labels"":[""department""]}]",236.652,"диск озимая пшеницы 
по пу площадь за день 20 площадь с начала операции 8497
отделение 17 площадь за день 20 площадь с начала операции 1793

второе дискование под сахарная свекла
по пу площадь за день 112 площадь с начала операции 817
отделение 16 площадь за день 112 площадь с начала операции 594

второе дискование под озимая ячмень 
по пу площадь за день 61 площадь с начала операции 352
отделение 11 площадь за день 32 площадь с начала операции 32
отделение 12 площадь за день 29 площадь с начала операции 219

дискование кукурузный силос
по пу площадь за день 119 площадь с начала операции 338
отделение 12 площадь за день 37 площадь с начала операции 37
отделение 17 площадь за день 82 площадь с начала операции 301

выравнивание многолетние травы под озимая пшеница
отделение 11 площадь за день 44 площадь с начала операции 99

пахота под многолетние травы
по пу площадь за день 16 площадь с начала операции 340
отделение 11 площадь за день 16 площадь с начала операции 169

пахота под сахарная свекла
отделение 12 площадь за день 22 площадь с начала операции 59

чизлование под озимая ячмень
(дракула)
по пу площадь за день 91 площадь с начала операции 222
отделение 12 площадь за день 91 площадь с начала операции 91

прикат под озимая ячмень
по пу площадь за день 49 площадь с начала операции 141 
отделение 12 площадь за день 40 площадь с начала операции 40
отделение 16 площадь за день 9 площадь с начала операции 101","2025-04-12T17:06:55.429029Z"
28,"1","2025-04-12T17:08:38.228786Z",28,"[{""start"":0,""end"":5,""text"":""19.07"",""labels"":[""data""]},{""start"":6,""end"":36,""text"":""внесение минеральные удобрений"",""labels"":[""operation""]},{""start"":41,""end"":56,""text"":""сахарная свёклу"",""labels"":[""plant""]},{""start"":87,""end"":90,""text"":""120"",""labels"":[""perDay""]},{""start"":117,""end"":120,""text"":""857"",""labels"":[""perOperation""]},{""start"":122,""end"":134,""text"":""отделение 16"",""labels"":[""department""]}]",26.458,"19.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 120 площадь с начала операции 857

отделение 16- площадь за день 120 площадь с начала операции 551","2025-04-12T17:08:38.228796Z"
29,"1","2025-04-12T17:09:08.804878Z",29,"[{""start"":0,""end"":5,""text"":""19.07"",""labels"":[""data""]},{""start"":7,""end"":37,""text"":""внесение минеральных удобрений"",""labels"":[""operation""]},{""start"":42,""end"":55,""text"":""озимая ячмень"",""labels"":[""plant""]},{""start"":78,""end"":81,""text"":""242"",""labels"":[""perDay""]},{""start"":108,""end"":111,""text"":""562"",""labels"":[""perOperation""]},{""start"":112,""end"":124,""text"":""отделение 11"",""labels"":[""department""]}]",28.268,"19.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 242 площадь с начала операции 562
отделение 11-площадь за день 242 площадь с начала операции 242","2025-04-12T17:09:08.804893Z"
