postproc_data
"пахота зяби под многолетние травы
отделение 12 площадь за день 37 площадь с начала операции 37
отделение 17 площадь за день 82 площадь с начала операции 301

выравнивание многолетние травы под озимая пшеница
отделение 11 площадь за день 44 площадь с начала операции 99

пахота под многолетние травы
по пу площадь за день 16 площадь с начала операции 340
отделение 11 площадь за день 16 площадь с начала операции 169

пахота под сахарная свекла
отделение 12 площадь за день 22 площадь с начала операции 59

чизлование под озимая ячмень
(дракула)
по пу площадь за день 91 площадь с начала операции 222
отделение 12 площадь за день 91 площадь с начала операции 91

прикат под озимая ячмень
по пу площадь за день 49 площадь с начала операции 141 
отделение 12 площадь за день 40 площадь с начала операции 40
отделение 16 площадь за день 9 площадь с начала операции 101"
"19.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 120 площадь с начала операции 857

отделение 16- площадь за день 120 площадь с начала операции 551"
"19.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 242 площадь с начала операции 562
отделение 11-площадь за день 242 площадь с начала операции 242"
"север 
отд7 пахота с свекла площадь за день 41 площадь с начала операции 501
отд20 площадь за день 20 площадь с начала операции 281 по пу площадь за день 61 площадь с начала операции 793
отделение 3 пахота подс.площадь за день 60 площадь с начала операции 231
по пу 231

дискование к. сил отделение 7. площадь за день 32 площадь с начала операции 352
пу- 484
дискование под озимая пшеница езубов площадь за день 20 площадь с начала операции 281
дискование под с. свекла отделение 10 площадь за день 83 площадь с начала операции 203 пу-1065га"
"внесение удобрений под рапс отделение 7 -площадь за день 138 площадь с начала операции 270
дисклвание под рапс площадь за день 40 площадь с начала операции 172
дискование после кукурузный сил отделение 7-площадь за день 32 площадь с начала операции 352 по пу 484га"
"диск озимая пшеницы 
по пу площадь за день 35 площадь с начала операции 8532
отделение 17 площадь за день 35 площадь с начала операции 1828

второе дискование под сахарная свекла
по пу площадь за день 97 площадь с начала операции 914
отделение 16 площадь за день 97 площадь с начала операции 691

второе дискование под озимая ячмень 
по пу площадь за день 117 площадь с начала операции 469
отделение 11 площадь за день 117 площадь с начала операции 149

второе дискование под рапс
по пу площадь за день 29 площадь с начала операции 142
отделение 16 площадь за день 29 площадь с начала операции 29

дискование кукурузный силос
по пу площадь за день 142 площадь с начала операции 480
отделение 12 площадь за день 75 площадь с начала операции 112
отделение 17 площадь за день 67 площадь с начала операции 368

пахота под многолетние травы
по пу площадь за день 21 площадь с начала операции 361
отделение 11 площадь за день 18 площадь с начала операции 187
отделение 17 площадь за день 3 площадь с начала операции 3

пахота под сахарная свекла
отделение 12 площадь за день 22 площадь с начала операции 81

чизлование под озимая ячмень
(дракула)
по пу площадь за день 64 площадь с начала операции 286
отделение 12 площадь за день 64 площадь с начала операции 155"
"диск озимая пшеницы 
по пу площадь за день 95 площадь с начала операции 8627
отделение 17 площадь за день 95 площадь с начала операции 1923

второе дискование под сахарная свекла
по пу площадь за день 151 площадь с начала операции 1065
отделение 16 площадь за день 151 площадь с начала операции 842

второе дискование под озимая ячмень 
по пу площадь за день 136 площадь с начала операции 605
отделение 11 площадь за день 70 площадь с начала операции 219
отделение 11 площадь за день 66 площадь с начала операции 285

второе дискование под рапс
по пу площадь за день 60 площадь с начала операции 202
отделение 16 площадь за день 60 площадь с начала операции 89

пахота под многолетние травы
по пу площадь за день 25 площадь с начала операции 386
отделение 17 площадь за день 25 площадь с начала операции 28

пахота под сахарная свекла
отделение 12 площадь за день 24 площадь с начала операции 105

чизлование под озимая ячмень
(дракула)
по пу площадь за день 64 площадь с начала операции 350
отделение 12 площадь за день 64 площадь с начала операции 219"
"21.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 78 площадь с начала операции 640
отделение 12-площадь за день 78 площадь с начала операции 297"
"21.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 220 площадь с начала операции 1077

отделение 12-площадь за день 118 площадь с начала операции 234
отделение 16-площадь за день 102 площадь с начала операции 653"
"21.07
внесение минеральные удобрений под озимая рапс пу юг площадь за день 103 площадь с начала операции 422

отделение 16-площадь за день 103 площадь с начала операции 222"
"2-е дискование под озимая ячмень
по пу площадь за день 35 площадь с начала операции 640
отделение 11 площадь за день 23 площадь с начала операции 242
отделение 12 площадь за день 12 площадь с начала операции 297

второе дискование под сахарная свекла
по пу площадь за день 54 площадь с начала операции 1119
отделение 12 площадь за день 54 площадь с начала операции 170

второе дискование под озимая рапс
по пу площадь за день 60 площадь с начала операции 262
отделение 16 площадь за день 60 площадь с начала операции 149

дискование кукурузный силос
по пу площадь за день 30 площадь с начала операции 510
отделение 11 площадь за день 30 площадь с начала операции 30

пахота под многолетние травы
по пу площадь за день 26 площадь с начала операции 412
отделение 17 площадь за день 26 площадь с начала операции 54

пахота под сахарная свекла
по пу площадь за день 13 площадь с начала операции 118
отделение 11 площадь за день 13 площадь с начала операции 13

чизлование под озимая ячмень
(дракула)
по пу площадь за день 39 площадь с начала операции 389
отделение 12 площадь за день 39 площадь с начала операции 258

прикат многолетние травы под озимая пшеница
отделение 11 площадь за день 60 площадь с начала операции 60"
"диск озимая пшеницы 
по пу площадь за день 19 площадь с начала операции 8646
отделение 17 площадь за день 19 площадь с начала операции 1942

второе дискование под сахарная свекла
по пу площадь за день 60 площадь с начала операции 1179
отделение 12 площадь за день 60 площадь с начала операции 230

второе дискование под озимая рапс
по пу площадь за день 102 площадь с начала операции 364
отделение 16 площадь за день 102 площадь с начала операции 251

второе дискование под озимая ячмень
по пу площадь за день 4 площадь с начала операции 644
отделение 17 площадь за день 4 площадь с начала операции 4

дискование кукурузный силос
по пу площадь за день 70 площадь с начала операции 580
отделение 11 площадь за день 70 площадь с начала операции 100

чизлование под озимая ячмень
по пу площадь за день 67 площадь с начала операции 456
отделение 11 площадь за день 28 площадь с начала операции 28
отделение 12 площадь за день 39 площадь с начала операции 297

пахота под многолетние травы
по пу площадь за день 2 площадь с начала операции 414
отделение 17 площадь за день 2 площадь с начала операции 56

пахота под сахарная свекла
по пу площадь за день 19 площадь с начала операции 137
отделение 11 площадь за день 8 площадь с начала операции 21
отделение 12 площадь за день 11 площадь с начала операции 116

прикат под озимая ячмень
по пу площадь за день 179 площадь с начала операции 320
отделение 12 площадь за день 179 площадь с начала операции 219

прикат многолетние травы под озимая пшеница
отделение 11 площадь за день 39 площадь с начала операции 99"
"пахота под сахарная свекла
по пу площадь за день 40 площадь с начала операции 183
отделение 11 площадь за день 3 площадь с начала операции 24
отделение 12 площадь за день 24 площадь с начала операции 146
отделение 16 площадь за день 13 площадь с начала операции 13

пахота под многолетние травы
по пу площадь за день 3 площадь с начала операции 417
отделение 17 площадь за день 3 площадь с начала операции 59

дискование озимая пшеницы
по пу площадь за день 40 площадь с начала операции 8686
отделение 12 площадь за день 40 площадь с начала операции 2542

второе дискование под сахарная свекла
по пу площадь за день 4 площадь с начала операции 1183
отделение 12 площадь за день 4 площадь с начала операции 234

второе дискование под озимая ячмень
по пу площадь за день 35 площадь с начала операции 679
отделение 17 площадь за день 35 площадь с начала операции 39

выкашивание отцовские травы формирование подготовка грунта
отделение 12 площадь за день 2 площадь с начала операции 2"
"25.07

внесение минеральных удобрений под озимая ячмень пу юг площадь за день 69 площадь с начала операции 819
отделение 17-площадь за день 110 площадь с начала операции 179"
"пахота под сахарная свекла
по пу площадь за день 58 площадь с начала операции 241
отделение 11 площадь за день 13 площадь с начала операции 37
отделение 12 площадь за день 24 площадь с начала операции 170
отделение 16 площадь за день 21 площадь с начала операции 34

пахота под многолетние травы
по пу площадь за день 11 площадь с начала операции 428
отделение 17 площадь за день 11 площадь с начала операции 70

дискование озимая пшеницы
по пу площадь за день 31 площадь с начала операции 8717
отделение 12 площадь за день 31 площадь с начала операции 2573

дискование кукурузный силос
по пу площадь за день 26 площадь с начала операции 607
отделение 12 площадь за день 26 площадь с начала операции 138

второе дискование под рапс
по пу площадь за день 22 площадь с начала операции 386
отделение 16 площадь за день 22 площадь с начала операции 273

второе дискование под озимая ячмень
по пу площадь за день 43 площадь с начала операции 722
отделение 17 площадь за день 43 площадь с начала операции 82

выкашивание отцовские травы формирование подготовка грунта
отделение 12 площадь за день 10 площадь с начала операции 12

чизлование под озимая ячмень
по пу площадь за день 30 площадь с начала операции 457
отделение 11 площадь за день 30 площадь с начала операции 59

прикат под озимая ячмень 
по пу площадь за день 78 площадь с начала операции 398
отделение 12 площадь за день 78 площадь с начала операции 297"
"26.07
внесение минеральные удобрений под сахарная свёклу 2025 г пу юг- площадь за день 80 площадь с начала операции 1157

отделение 12-площадь за день 80 площадь с начала операции 314"
"пу «юг» 3.03

выравнивание зяби под сахарная свекла
по пу площадь за день 130 площадь с начала операции 2657
отделение 11 площадь за день 31 площадь с начала операции 705
отделение 17 площадь за день 99 площадь с начала операции 687

выравнивание зяби под подсолнечник
по пу площадь за день 50 площадь с начала операции 599
отделение 11 площадь за день 50 площадь с начала операции 50

выравнивание зяби по кукурузный силос
по пу площадь за день 167 площадь с начала операции 399
отделение 11 площадь за день 50 площадь с начала операции 73
отделение 17 площадь за день 117 площадь с начала операции 156

выравнивание зяби под сою 
по пу площадь за день 45 площадь с начала операции 399
отделение 16 площадь за день 45 площадь с начала операции 334

посев овса 
по пу площадь за день 94 площадь с начала операции 99
отделение 11 площадь за день 94 площадь с начала операции 99 закончили

прокатывание посевов овса 
по пу площадь за день 94 площадь с начала операции 99
отделение площадь за день 94 площадь с начала операции 99 закончили"
"пу «юг» 4.03 

выравнивание зяби под сахарная свекла
по пу площадь за день 92 площадь с начала операции 2749
отделение 17 площадь за день 92 площадь с начала операции 779 

выравнивание зяби под подсолнечник
по пу площадь за день 125 площадь с начала операции 724
отделение 11 площадь за день 83 площадь с начала операции 133
отделение 17 площадь за день 42 площадь с начала операции 42

выравнивание зяби по кукурузный силос
по пу площадь за день 86 площадь с начала операции 485
отделение 11 площадь за день 33 площадь с начала операции 106
отделение 17 площадь за день 53 площадь с начала операции 209

выравнивание зяби под кукурузное зерно
по пу площадь за день 17 площадь с начала операции 588
отделение 11 площадь за день 17 площадь с начала операции 108

выравнивание зяби под сою 
по пу площадь за день 60 площадь с начала операции 459
отделение 16 площадь за день 60 площадь с начала операции 394"
"вырав зяби под подсол
по пу площадь за день 199 площадь с начала операции 923
отделение 11 площадь за день 108 площадь с начала операции 241
отделение 17 площадь за день 91 площадь с начала операции 133
выравнивание зяби под сах/ свекла
по пу площадь за день 78 площадь с начала операции 2827
отделение 17 площадь за день 78 площадь с начала операции 857
выравнивание зяби под сою
по пу площадь за день 121 площадь с начала операции 580
отделение 11 площадь за день 80 площадь с начала операции 80
отделение 16 площадь за день 41 площадь с начала операции 381
выравнивание зяби под кукурузный силос
по пу площадь за день 43 площадь с начала операции 528
отделение 11 площадь за день 43 площадь с начала операции 149"
"выравн зяби под сахарная свекла
по пу площадь за день 24 площадь с начала операции 2851
отделение 17 площадь за день 24 площадь с начала операции 881
выравнивание зяби под подсолнухи
по пу площадь за день 71 площадь с начала операции 994
отделение 11 площадь за день 37 площадь с начала операции 278
отделение 17 площадь за день 34 площадь с начала операции 167
выравнивание под кукурузный силос
по пу площадь за день 32 площадь с начала операции 560
отделение 17 площадь за день 32 площадь с начала операции 241
выравнивание под кукурузное зерно
по пу площадь за день 74 площадь с начала операции 662
отделение 16 площадь за день 18 площадь с начала операции 18
отделение 17 площадь за день 56 площадь с начала операции 124
выравнивание под сою
по пу площадь за день 133 площадь с начала операции 713
отделение 11 площадь за день 113 площадь с начала операции 193
отделение 16 площадь за день 20 площадь с начала операции 401
второе выравнивание под кукурузное зерно
отделение 17 площадь за день 56 площадь с начала операции 56"
"выравн под кукурузный силос
попу площадь за день 153 площадь с начала операции 822
отделение 11 площадь за день 122 площадь с начала операции 352
отделение 17 площадь за день 31 площадь с начала операции 300
выравнивание под сою
попу площадь за день 73 площадь с начала операции 930
отделение 11 площадь за день 28 площадь с начала операции 327
отделение 17 площадь за день 45 площадь с начала операции 83"
"10.03 день
вторая подкормка озимых, пу ""юг"" - площадь за день 1749 площадь с начала операции 2559
(в т.ч амазон-площадь за день 1082 площадь с начала операции 1371
пневмоход-площадь за день 667 площадь с начала операции 1188)

отд11- площадь за день 307 площадь с начала операции 307 (амазон площадь за день 307 площадь с начала операции 307) 

отделение 12- площадь за день 671 площадь с начала операции 671( амазон площадь за день 318 площадь с начала операции 318; пневмоход площадь за день 353 площадь с начала операции 353) 

отделение 16- площадь за день 462 площадь с начала операции 1272( амазон площадь за день 148 площадь с начала операции 437; пневмоход площадь за день 314 площадь с начала операции 835) 

отделение 17- площадь за день 309 площадь с начала операции 309( амазон площадь за день 309 площадь с начала операции 309)"
"16.11 мир
пахота зяби под кукурузу 30 га день, 599 га от начала, 89%, 73 га остаток.
пахота зяби под сою 30 га день, 879 га от начала, 77%, 260 га остаток.
работало 2 агрегата."
"17.11 мир
пахота зяби под кукурузу 40 га день, 639 га от начала, 95%, 33 га остаток.
пахота зяби под сою 20 га день, 899 га от начала, 79%, 240 га остаток.
работало 2 агрегата."
"18.11 мир
пахота зяби под кукурузу 25 га день, 664 га от начала, 99%, 8 га остаток.
пахота зяби под сою 40 га день, 939 га от начала, 83%, 200 га остаток.
работало 3 агрегата.
выравнивание зяби под сахарную свёклу 45 га день, 952 га от начала, 100%. работал 1 агрегат"
"11.03 ночь
вторая подкормка озимых, пу ""юг"" - площадь за день 2017 площадь с начала операции 4576
(в т.ч амазон-площадь за день 1263 площадь с начала операции 2634
пневмоход-площадь за день 754 площадь с начала операции 1942)

отд11- площадь за день 337 площадь с начала операции 644 (амазон площадь за день 337 площадь с начала операции 644) 

отделение 12- площадь за день 767 площадь с начала операции 1438( амазон площадь за день 284 площадь с начала операции 602; пневмоход площадь за день 483 площадь с начала операции 836) 

отделение 16- площадь за день 493 площадь с начала операции 1765( амазон площадь за день 222 площадь с начала операции 659; пневмоход площадь за день 271 площадь с начала операции 1106) 

отделение 17- площадь за день 420 площадь с начала операции 729( амазон площадь за день 420 площадь с начала операции 729)"
"11.03 день
вторая подкормка озимых, пу ""юг"" - площадь за день 1606 площадь с начала операции 6182
(в т.ч амазон-площадь за день 1048 площадь с начала операции 3682
пневмоход-площадь за день 558 площадь с начала операции 2500)

отд11- площадь за день 486 площадь с начала операции 1130 (амазон площадь за день 356 площадь с начала операции 1000; пневмоход площадь за день 130 площадь с начала операции 130) 

отделение 12- площадь за день 778 площадь с начала операции 2216( амазон площадь за день 350 площадь с начала операции 952; пневмоход площадь за день 428 площадь с начала операции 1264) 

отделение 16- площадь за день 0 площадь с начала операции 1765( амазон площадь за день 0 площадь с начала операции 659; пневмоход площадь за день 0 площадь с начала операции 1106) 

отделение 17- площадь за день 342 площадь с начала операции 1071( амазон площадь за день 342 площадь с начала операции 1071)"
"пахота под кукурузный зерно
попу площадь за день 6 площадь с начала операции 1096
отделение 12 площадь за день 6 площадь с начала операции 549
выравнивание под сою
попу площадь за день 45 площадь с начала операции 1106
отделение 11 площадь за день 45 площадь с начала операции 503"
"12.03 день
вторая подкормка озимых, пу ""юг"" - площадь за день 129 площадь с начала операции 6700
(в т.ч амазон- площадь за день 129 площадь с начала операции 4200
пневмоход-площадь за день 0 площадь с начала операции 2500)

отделение 17- площадь за день 129 площадь с начала операции 1589( амазон площадь за день 129 площадь с начала операции 1589)
вымочки попу 56 га"
"пахота под сою
попу площадь за день 14 площадь с начала операции 1664
отделение 11 площадь за день 14 площадь с начала операции 897
выравнивание под сою
попу площадь за день 164 площадь с начала операции 1270
отделение 11 площадь за день 95 площадь с начала операции 598
отделение 12 площадь за день 35 площадь с начала операции 154
отделение 17 площадь за день 34 площадь с начала операции 117
предпосевная культура под сахарная свекла
попу площадь за день 119 площадь с начала операции 119
отделение 12 площадь за день 39 площадь с начала операции 39
отделение 16 площадь за день 80 площадь с начала операции 80"
"выравн под сою
попу площадь за день 118 площадь с начала операции 1388
отделение 11 площадь за день 51 площадь с начала операции 649
отделение 12 площадь за день 67 площадь с начала операции 221
выравнивание под кукурузный зерно
попу площадь за день 25 площадь с начала операции 906
отделение 12 площадь за день 25 площадь с начала операции 437
предпосевная культура под сахарная свекла
попу площадь за день 265 площадь с начала операции 384
отделение 11 площадь за день 47 площадь с начала операции 47
отделение 12 площадь за день 65 площадь с начала операции 104
отделение 16 площадь за день 103 площадь с начала операции 183
отделение 17 площадь за день 50 площадь с начала операции 50
посев сахарная свеклы
попу площадь за день 107 площадь с начала операции 107
отделение 12 площадь за день 29 площадь с начала операции 29
отделение 16 площадь за день 78 площадь с начала операции 78"
"рассвет
посев сахарная свеклы площадь за день 886 площадь с начала операции 10224/91%
культура. сахарная свёкла площадь за день 551 площадь с начала операции 10793/96%
2-подкормка озимая пшеницыплощадь за день 32231 площадь с начала операции 100%
герб. обработка озимая пшеницы площадь за день 285 площадь с начала операции 928/3%
пред.культ. подсол.площадь за день 32 площадь с начала операции 32
посев подсол. площадь за день 10 площадь с начала операции 10"
"выравн под сою
попу площадь за день 53 площадь с начала операции 1441
отделение 11 площадь за день 23 площадь с начала операции 672
отделение 12 площадь за день 30 площадь с начала операции 251
выравнивание под кукурузный силос
попу площадь за день 6 площадь с начала операции 871
отделение 11 площадь за день 6 площадь с начала операции 401
предпосевная культура под сахарная свекла
попу площадь за день 22 площадь с начала операции 406
отделение 11 площадь за день 20 площадь с начала операции 67
отделение 12 площадь за день 2 площадь с начала операции 106
посев сахарная свекла
попу площадь за день 15 площадь с начала операции 122
отделение 11 площадь за день 5 площадь с начала операции 5
отделение 16 площадь за день 10 площадь с начала операции 88"
"выравн под куклы зерно
попу площадь за день 54 площадь с начала операции 960
отделение 11 площадь за день 24 площадь с начала операции 166
отделение 12 площадь за день 30 площадь с начала операции 467
выравнивание под кукурузный силос
попу площадь за день 6 площадь с начала операции 877
отделение 11 площадь за день 6 площадь с начала операции 407
