"Unnamed: 0","annotation_id","annotator","created_at","id","initial","label","lead_time","postproc_data","updated_at" 
45,42,"1","2025-04-17T14:55:04.240262Z",458,"Выравн зяби под сах/св
По Пу 24/2851
Отд 17 24/881
Выравн зяби под подс
По Пу 71/994
Отд 11 37/278
Отд 17 34/167
Вырав под Кук/сил
По Пу 32/560
Отд 17 32/241
Вырав под Кук/зерно
По Пу 74/662
Отд 16 18/18
Отд 17 56/124
Вырав под сою
По Пу 133/713
Отд 11 113/193
Отд 16 20/401
2-е вырав под Кук/зерн
Отд 17 56/56","[{""start"":38,""end"":40,""text"":""по"",""labels"":[""department""]},{""start"":135,""end"":137,""text"":""по"",""labels"":[""department""]},{""start"":267,""end"":269,""text"":""по"",""labels"":[""department""]},{""start"":364,""end"":366,""text"":""по"",""labels"":[""department""]},{""start"":482,""end"":484,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":17,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":102,""end"":119,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":233,""end"":245,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":330,""end"":342,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":461,""end"":473,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":582,""end"":601,""text"":""второе выравнивание"",""labels"":[""operation""]},{""start"":22,""end"":37,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":124,""end"":134,""text"":""подсолнухи"",""labels"":[""plant""]},{""start"":250,""end"":266,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":347,""end"":363,""text"":""кукурузное зерно"",""labels"":[""plant""]},{""start"":478,""end"":481,""text"":""сою"",""labels"":[""plant""]},{""start"":606,""end"":622,""text"":""кукурузное зерно"",""labels"":[""plant""]},{""start"":49,""end"":51,""text"":""24"",""labels"":[""perDay""]},{""start"":146,""end"":148,""text"":""71"",""labels"":[""perDay""]},{""start"":278,""end"":280,""text"":""32"",""labels"":[""perDay""]},{""start"":375,""end"":377,""text"":""74"",""labels"":[""perDay""]},{""start"":493,""end"":496,""text"":""133"",""labels"":[""perDay""]},{""start"":641,""end"":643,""text"":""56"",""labels"":[""perDay""]},{""start"":62,""end"":66,""text"":""2851"",""labels"":[""perOperation""]},{""start"":159,""end"":162,""text"":""994"",""labels"":[""perOperation""]},{""start"":291,""end"":294,""text"":""560"",""labels"":[""perOperation""]},{""start"":388,""end"":391,""text"":""662"",""labels"":[""perOperation""]},{""start"":507,""end"":510,""text"":""713"",""labels"":[""perOperation""]},{""start"":654,""end"":656,""text"":""56"",""labels"":[""perOperation""]}]",188.415,"выравнивание зяби под сахарная свекла
по пу день 24 от начала 2851
отделение 17 день 24 от начала 881
выравнивание зяби под подсолнухи
по пу день 71 от начала 994
отделение 11 день 37 от начала 278
отделение 17 день 34 от начала 167
выравнивание под кукурузный силос
по пу день 32 от начала 560
отделение 17 день 32 от начала 241
выравнивание под кукурузное зерно
по пу день 74 от начала 662
отделение 16 день 18 от начала 18
отделение 17 день 56 от начала 124
выравнивание под сою
по пу день 133 от начала 713
отделение 11 день 113 от начала 193
отделение 16 день 20 от начала 401
второе выравнивание под кукурузное зерно
отделение 17 день 56 от начала 56","2025-04-17T14:55:04.240289Z"
46,43,"1","2025-04-17T14:56:00.822014Z",459,"Выравн под кук/силос
ПоПу 153/822
Отд 11 122/352
Отд 17 31/300
Выравн под сою
ПоПу 73/930
Отд 11 28/327
Отд 17 45/83","[{""start"":34,""end"":36,""text"":""по"",""labels"":[""department""]},{""start"":155,""end"":157,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":134,""end"":146,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":17,""end"":33,""text"":""кукурузный силос"",""labels"":[""plant""]},{""start"":151,""end"":154,""text"":""сою"",""labels"":[""plant""]},{""start"":45,""end"":48,""text"":""153"",""labels"":[""perDay""]},{""start"":166,""end"":168,""text"":""73"",""labels"":[""perDay""]},{""start"":59,""end"":62,""text"":""822"",""labels"":[""perOperation""]},{""start"":179,""end"":182,""text"":""930"",""labels"":[""perOperation""]}]",52.04,"выравнивание под кукурузный силос
по пу день 153 от начала 822
отделение 11 день 122 от начала 352
отделение 17 день 31 от начала 300
выравнивание под сою
по пу день 73 от начала 930
отделение 11 день 28 от начала 327
отделение 17 день 45 от начала 83","2025-04-17T14:56:00.822087Z"
47,44,"1","2025-04-17T14:57:56.346463Z",460,"10.03 день
2-я подкормка озимых, ПУ ""Юг"" - 1749/2559
(в т.ч Амазон-1082/1371
Пневмоход-667/1188)

Отд11- 307/307 (амазон 307/307) 

Отд 12- 671/671( амазон 318/318; пневмоход 353/353) 

Отд 16- 462/1272( амазон 148/437; пневмоход 314/835) 

Отд 17- 309/309( амазон 309/309)","[{""start"":0,""end"":5,""text"":""10.03"",""labels"":[""data""]},{""start"":39,""end"":41,""text"":""юг"",""labels"":[""department""]},{""start"":11,""end"":27,""text"":""вторая подкормка"",""labels"":[""operation""]},{""start"":28,""end"":34,""text"":""озимых"",""labels"":[""plant""]},{""start"":47,""end"":51,""text"":""1749"",""labels"":[""perDay""]},{""start"":62,""end"":66,""text"":""2559"",""labels"":[""perOperation""]}]",108.956,"10.03 день
вторая подкормка озимых, пу юг день 1749 от начала 2559
 в т.ч амазон день 1082 от начала 1371
пневмоход день 667 от начала 1188 

отд11 день 307 от начала 307 амазон день 307 от начала 307 

отделение 12 день 671 от начала 671 амазон день 318 от начала 318 пневмоход день 353 от начала 353 

отделение 16 день 462 от начала 1272 амазон день 148 от начала 437 пневмоход день 314 от начала 835 

отделение 17 день 309 от начала 309 амазон день 309 от начала 309 ","2025-04-17T14:57:56.346505Z"
48,45,"1","2025-04-17T14:59:07.254796Z",461,"16.11 Мир
Пахота зяби под кукурузу 30 га день, 599 га от начала, 89%, 73 га остаток.
Пахота зяби под сою 30 га день, 879 га от начала, 77%, 260 га остаток.
Работало 2 агрегата.","[{""start"":0,""end"":5,""text"":""16.11"",""labels"":[""data""]},{""start"":6,""end"":9,""text"":""мир"",""labels"":[""department""]},{""start"":10,""end"":21,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":76,""end"":87,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":26,""end"":34,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":92,""end"":95,""text"":""сою"",""labels"":[""plant""]},{""start"":35,""end"":37,""text"":""30"",""labels"":[""perDay""]},{""start"":96,""end"":98,""text"":""30"",""labels"":[""perDay""]},{""start"":44,""end"":47,""text"":""599"",""labels"":[""perOperation""]},{""start"":105,""end"":108,""text"":""879"",""labels"":[""perOperation""]}]",60.435,"16.11 мир
пахота зяби под кукурузу 30 день, 599 от начала, 89 , 73 остаток.
пахота зяби под сою 30 день, 879 от начала, 77 , 260 остаток.
работало 2 агрегата.","2025-04-17T14:59:07.254825Z"
49,46,"1","2025-04-17T14:59:40.837485Z",462,"17.11 Мир
Пахота зяби под кукурузу 40 га день, 639 га от начала, 95%, 33 га остаток.
Пахота зяби под сою 20 га день, 899 га от начала, 79%, 240 га остаток.
Работало 2 агрегата.","[{""start"":0,""end"":5,""text"":""17.11"",""labels"":[""data""]},{""start"":6,""end"":9,""text"":""мир"",""labels"":[""department""]},{""start"":10,""end"":21,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":76,""end"":87,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":26,""end"":34,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":92,""end"":95,""text"":""сою"",""labels"":[""plant""]},{""start"":35,""end"":37,""text"":""40"",""labels"":[""perDay""]},{""start"":96,""end"":98,""text"":""20"",""labels"":[""perDay""]},{""start"":44,""end"":47,""text"":""639"",""labels"":[""perOperation""]},{""start"":105,""end"":108,""text"":""899"",""labels"":[""perOperation""]}]",30.236,"17.11 мир
пахота зяби под кукурузу 40 день, 639 от начала, 95 , 33 остаток.
пахота зяби под сою 20 день, 899 от начала, 79 , 240 остаток.
работало 2 агрегата.","2025-04-17T14:59:40.837520Z"
50,47,"1","2025-04-17T15:00:41.353538Z",463,"18.11 Мир
Пахота зяби под кукурузу 25 га день, 664 га от начала, 99%, 8 га остаток.
Пахота зяби под сою 40 га день, 939 га от начала, 83%, 200 га остаток.
Работало 3 агрегата.
Выравнивание зяби под сахарную свёклу 45 га день, 952 га от начала, 100%. Работал 1 агрегат","[{""start"":0,""end"":5,""text"":""18.11"",""labels"":[""data""]},{""start"":6,""end"":9,""text"":""мир"",""labels"":[""department""]},{""start"":10,""end"":21,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":75,""end"":86,""text"":""пахота зяби"",""labels"":[""operation""]},{""start"":158,""end"":175,""text"":""выравнивание зяби"",""labels"":[""operation""]},{""start"":26,""end"":34,""text"":""кукурузу"",""labels"":[""plant""]},{""start"":91,""end"":94,""text"":""сою"",""labels"":[""plant""]},{""start"":180,""end"":195,""text"":""сахарную свёклу"",""labels"":[""plant""]},{""start"":35,""end"":37,""text"":""25"",""labels"":[""perDay""]},{""start"":95,""end"":97,""text"":""40"",""labels"":[""perDay""]},{""start"":196,""end"":198,""text"":""45"",""labels"":[""perDay""]},{""start"":44,""end"":47,""text"":""664"",""labels"":[""perOperation""]},{""start"":104,""end"":107,""text"":""939"",""labels"":[""perOperation""]},{""start"":205,""end"":208,""text"":""952"",""labels"":[""perOperation""]}]",51.359,"18.11 мир
пахота зяби под кукурузу 25 день, 664 от начала, 99 , 8 остаток.
пахота зяби под сою 40 день, 939 от начала, 83 , 200 остаток.
работало 3 агрегата.
выравнивание зяби под сахарную свёклу 45 день, 952 от начала, 100 . работал 1 агрегат","2025-04-17T15:00:41.353564Z"
52,48,"1","2025-04-17T15:03:00.892200Z",465,"11.03 день
2-я подкормка озимых, ПУ ""Юг"" - 1606/6182
(в т.ч Амазон-1048/3682
Пневмоход-558/2500)

Отд11- 486/1130 (амазон 356/1000; пневмоход 130/130) 

Отд 12- 778/2216( амазон 350/952; пневмоход 428/1264) 

Отд 16- 0/1765( амазон 0/659; пневмоход 0/1106) 

Отд 17- 342/1071( амазон 342/1071)","[{""start"":0,""end"":5,""text"":""11.03"",""labels"":[""data""]},{""start"":39,""end"":41,""text"":""юг"",""labels"":[""department""]},{""start"":11,""end"":27,""text"":""вторая подкормка"",""labels"":[""operation""]},{""start"":28,""end"":34,""text"":""озимых"",""labels"":[""plant""]},{""start"":47,""end"":51,""text"":""1606"",""labels"":[""perDay""]},{""start"":62,""end"":66,""text"":""6182"",""labels"":[""perOperation""]}]",62.277,"11.03 день
вторая подкормка озимых, пу юг день 1606 от начала 6182
 в т.ч амазон день 1048 от начала 3682
пневмоход день 558 от начала 2500 

отд11 день 486 от начала 1130 амазон день 356 от начала 1000 пневмоход день 130 от начала 130 

отделение 12 день 778 от начала 2216 амазон день 350 от начала 952 пневмоход день 428 от начала 1264 

отделение 16 день 0 от начала 1765 амазон день 0 от начала 659 пневмоход день 0 от начала 1106 

отделение 17 день 342 от начала 1071 амазон день 342 от начала 1071 ","2025-04-17T15:03:00.892247Z"
53,49,"1","2025-04-17T15:03:39.512122Z",466,"Пахота под Кук зерно
ПоПу 6/1096
Отд 12 6/549
Выравн под сою
ПоПу 45/1106
Отд 11 45/503","[{""start"":26,""end"":28,""text"":""по"",""labels"":[""department""]},{""start"":109,""end"":111,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":88,""end"":100,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":11,""end"":25,""text"":""кукурузы зерно"",""labels"":[""plant""]},{""start"":105,""end"":108,""text"":""сою"",""labels"":[""plant""]},{""start"":37,""end"":38,""text"":""6"",""labels"":[""perDay""]},{""start"":120,""end"":122,""text"":""45"",""labels"":[""perDay""]},{""start"":49,""end"":53,""text"":""1096"",""labels"":[""perOperation""]},{""start"":133,""end"":137,""text"":""1106"",""labels"":[""perOperation""]}]",35.216,"пахота под кукурузы зерно
по пу день 6 от начала 1096
отделение 12 день 6 от начала 549
выравнивание под сою
по пу день 45 от начала 1106
отделение 11 день 45 от начала 503","2025-04-17T15:03:39.512166Z"
54,50,"1","2025-04-17T15:04:17.761339Z",467,"12.03 день
2-я подкормка озимых, ПУ ""Юг"" - 129/6700
(в т.ч Амазон- 129/4200
Пневмоход-0/2500)

Отд 17- 129/1589( амазон 129/1589)
Вымочки ПоПу 56 га","[{""start"":0,""end"":5,""text"":""12.03"",""labels"":[""data""]},{""start"":39,""end"":41,""text"":""юг"",""labels"":[""department""]},{""start"":11,""end"":27,""text"":""вторая подкормка"",""labels"":[""operation""]},{""start"":28,""end"":34,""text"":""озимых"",""labels"":[""plant""]},{""start"":47,""end"":50,""text"":""129"",""labels"":[""perDay""]},{""start"":61,""end"":65,""text"":""6700"",""labels"":[""perOperation""]}]",34.678,"12.03 день
вторая подкормка озимых, пу юг день 129 от начала 6700
 в т.ч амазон день 129 от начала 4200
пневмоход день 0 от начала 2500 

отделение 17 день 129 от начала 1589 амазон день 129 от начала 1589 
вымочки по пу 56 ","2025-04-17T15:04:17.761384Z"
55,51,"1","2025-04-17T15:05:08.851555Z",468,"Пахота под сою
ПоПу 14/1664
Отд 11 14/897
Выравн под сою
ПоПу 164/1270
Отд 11 95/598
Отд 12 35/154
Отд 17 34/117
Предп культ под сах/св
ПоПу 119/119
Отд 12 39/39
Отд 16 80/80","[{""start"":15,""end"":17,""text"":""по"",""labels"":[""department""]},{""start"":100,""end"":102,""text"":""по"",""labels"":[""department""]},{""start"":277,""end"":279,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":6,""text"":""пахота"",""labels"":[""operation""]},{""start"":79,""end"":91,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":235,""end"":256,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":11,""end"":14,""text"":""сою"",""labels"":[""plant""]},{""start"":96,""end"":99,""text"":""сою"",""labels"":[""plant""]},{""start"":261,""end"":276,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":26,""end"":28,""text"":""14"",""labels"":[""perDay""]},{""start"":111,""end"":114,""text"":""164"",""labels"":[""perDay""]},{""start"":288,""end"":291,""text"":""119"",""labels"":[""perDay""]},{""start"":39,""end"":43,""text"":""1664"",""labels"":[""perOperation""]},{""start"":125,""end"":129,""text"":""1270"",""labels"":[""perOperation""]},{""start"":302,""end"":305,""text"":""119"",""labels"":[""perOperation""]}]",46.175,"пахота под сою
по пу день 14 от начала 1664
отделение 11 день 14 от начала 897
выравнивание под сою
по пу день 164 от начала 1270
отделение 11 день 95 от начала 598
отделение 12 день 35 от начала 154
отделение 17 день 34 от начала 117
предпосевная культура под сахарная свекла
по пу день 119 от начала 119
отделение 12 день 39 от начала 39
отделение 16 день 80 от начала 80","2025-04-17T15:05:08.851585Z"
56,52,"1","2025-04-17T15:06:24.418412Z",469,"Выравн под сою
ПоПу 118/1388
Отд 11 51/649
Отд 12 67/221
Выравн под кук зерно
ПоПу 25/906
Отд 12 25/437
Предп культ под сах св
ПоПу 265/384
Отд 11 47/47
Отд 12 65/104
Отд 16 103/183
Отд 17 50/50
Сев сах свеклы
ПоПу 107/107
Отд 12 29/29
Отд 16 78/78","[{""start"":21,""end"":23,""text"":""по"",""labels"":[""department""]},{""start"":153,""end"":155,""text"":""по"",""labels"":[""department""]},{""start"":258,""end"":260,""text"":""по"",""labels"":[""department""]},{""start"":448,""end"":450,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":121,""end"":133,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":216,""end"":237,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":426,""end"":431,""text"":""посев"",""labels"":[""operation""]},{""start"":17,""end"":20,""text"":""сою"",""labels"":[""plant""]},{""start"":138,""end"":152,""text"":""кукурузы зерно"",""labels"":[""plant""]},{""start"":242,""end"":257,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":432,""end"":447,""text"":""сахарная свеклы"",""labels"":[""plant""]},{""start"":32,""end"":35,""text"":""118"",""labels"":[""perDay""]},{""start"":164,""end"":166,""text"":""25"",""labels"":[""perDay""]},{""start"":269,""end"":272,""text"":""265"",""labels"":[""perDay""]},{""start"":459,""end"":462,""text"":""107"",""labels"":[""perDay""]},{""start"":46,""end"":50,""text"":""1388"",""labels"":[""perOperation""]},{""start"":177,""end"":180,""text"":""906"",""labels"":[""perOperation""]},{""start"":473,""end"":476,""text"":""107"",""labels"":[""perOperation""]},{""start"":283,""end"":286,""text"":""384"",""labels"":[""perOperation""]}]",71.979,"выравнивание под сою
по пу день 118 от начала 1388
отделение 11 день 51 от начала 649
отделение 12 день 67 от начала 221
выравнивание под кукурузы зерно
по пу день 25 от начала 906
отделение 12 день 25 от начала 437
предпосевная культура под сахарная свекла
по пу день 265 от начала 384
отделение 11 день 47 от начала 47
отделение 12 день 65 от начала 104
отделение 16 день 103 от начала 183
отделение 17 день 50 от начала 50
посев сахарная свеклы
по пу день 107 от начала 107
отделение 12 день 29 от начала 29
отделение 16 день 78 от начала 78","2025-04-17T15:06:24.418441Z"
58,53,"1","2025-04-17T15:09:37.176175Z",471,"Выравн под сою
ПоПу 53/1441
Отд 11 23/672
Отд 12 30/251
Выравн под кук силос
ПоПу 6/871
Отд 11 6/401
Предп культ под сах св
ПоПу 22/406
Отд 11 20/67
Отд 12 2/106
Сев сах св
ПоПу 15/122
Отд 11 5/5
Отд 16 10/88","[{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":120,""end"":132,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":213,""end"":234,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":351,""end"":356,""text"":""посев"",""labels"":[""operation""]},{""start"":17,""end"":20,""text"":""сою"",""labels"":[""plant""]},{""start"":137,""end"":151,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":239,""end"":254,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":357,""end"":372,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":32,""end"":34,""text"":""53"",""labels"":[""perDay""]},{""start"":163,""end"":164,""text"":""6"",""labels"":[""perDay""]},{""start"":266,""end"":268,""text"":""22"",""labels"":[""perDay""]},{""start"":384,""end"":386,""text"":""15"",""labels"":[""perDay""]},{""start"":45,""end"":49,""text"":""1441"",""labels"":[""perOperation""]},{""start"":175,""end"":178,""text"":""871"",""labels"":[""perOperation""]},{""start"":279,""end"":282,""text"":""406"",""labels"":[""perOperation""]},{""start"":397,""end"":400,""text"":""122"",""labels"":[""perOperation""]},{""start"":21,""end"":23,""text"":""по"",""labels"":[""department""]},{""start"":152,""end"":154,""text"":""по"",""labels"":[""department""]},{""start"":255,""end"":257,""text"":""по"",""labels"":[""department""]},{""start"":373,""end"":375,""text"":""по"",""labels"":[""department""]}]",66.793,"выравнивание под сою
по пу день 53 от начала 1441
отделение 11 день 23 от начала 672
отделение 12 день 30 от начала 251
выравнивание под кукурузы силос
по пу день 6 от начала 871
отделение 11 день 6 от начала 401
предпосевная культура под сахарная свекла
по пу день 22 от начала 406
отделение 11 день 20 от начала 67
отделение 12 день 2 от начала 106
посев сахарная свекла
по пу день 15 от начала 122
отделение 11 день 5 от начала 5
отделение 16 день 10 от начала 88","2025-04-17T15:09:37.176214Z"
59,54,"1","2025-04-17T15:10:33.649475Z",472,"Выравн под куклы зерно
ПоПу 54/960
Отд 11 24/166
Отд 12 30/467
Выравн под кук силос
ПоПу 6/877
Отд 11 6/407
Предп культ под сах св
ПоПу 247/653
Отд 11 27/94
Отд 12 101/207
Отд 16 64/247
Отд 17 55/105
Сев сах св
ПоПу 100/222
Отд 11 12/17
Отд 12 16/45
Отд 16 62/150
Отд 17 10/10","[{""start"":29,""end"":31,""text"":""по"",""labels"":[""department""]},{""start"":159,""end"":161,""text"":""по"",""labels"":[""department""]},{""start"":262,""end"":264,""text"":""по"",""labels"":[""department""]},{""start"":453,""end"":455,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":17,""end"":28,""text"":""куклы зерно"",""labels"":[""plant""]},{""start"":127,""end"":139,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":144,""end"":158,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":220,""end"":241,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":246,""end"":261,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":431,""end"":436,""text"":""посев"",""labels"":[""operation""]},{""start"":437,""end"":452,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":40,""end"":42,""text"":""54"",""labels"":[""perDay""]},{""start"":170,""end"":171,""text"":""6"",""labels"":[""perDay""]},{""start"":273,""end"":276,""text"":""247"",""labels"":[""perDay""]},{""start"":464,""end"":467,""text"":""100"",""labels"":[""perDay""]},{""start"":53,""end"":56,""text"":""960"",""labels"":[""perOperation""]},{""start"":182,""end"":185,""text"":""877"",""labels"":[""perOperation""]},{""start"":287,""end"":290,""text"":""653"",""labels"":[""perOperation""]},{""start"":478,""end"":481,""text"":""222"",""labels"":[""perOperation""]}]",52.852,"выравнивание под куклы зерно
по пу день 54 от начала 960
отделение 11 день 24 от начала 166
отделение 12 день 30 от начала 467
выравнивание под кукурузы силос
по пу день 6 от начала 877
отделение 11 день 6 от начала 407
предпосевная культура под сахарная свекла
по пу день 247 от начала 653
отделение 11 день 27 от начала 94
отделение 12 день 101 от начала 207
отделение 16 день 64 от начала 247
отделение 17 день 55 от начала 105
посев сахарная свекла
по пу день 100 от начала 222
отделение 11 день 12 от начала 17
отделение 12 день 16 от начала 45
отделение 16 день 62 от начала 150
отделение 17 день 10 от начала 10","2025-04-17T15:10:33.649516Z"
61,55,"1","2025-04-17T15:26:15.924581Z",474,"Выравн под кук зерно
ПоПу 82/1042
Отд 12 82/549
Выравн под кук силос
ПоПу 30/907
Отд 11 30/437
Предп культ под сах св
ПоПу 531/1184
Отд 11 80/174
Отд 12 260/467
Отд 16 101/348
Отд 17 90/195
Сев сах св
ПоПу 357/579
Отд 11 80/97
Отд 12 85/130
Отд 16 81/231
Отд 17 111/121","[{""start"":32,""end"":34,""text"":""по"",""labels"":[""department""]},{""start"":233,""end"":235,""text"":""по"",""labels"":[""department""]},{""start"":128,""end"":130,""text"":""по"",""labels"":[""department""]},{""start"":427,""end"":429,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":96,""end"":108,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":191,""end"":212,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":405,""end"":410,""text"":""посев"",""labels"":[""operation""]},{""start"":17,""end"":31,""text"":""кукурузы зерно"",""labels"":[""plant""]},{""start"":113,""end"":127,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":217,""end"":232,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":411,""end"":426,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""82"",""labels"":[""perDay""]},{""start"":139,""end"":141,""text"":""30"",""labels"":[""perDay""]},{""start"":244,""end"":247,""text"":""531"",""labels"":[""perDay""]},{""start"":438,""end"":441,""text"":""357"",""labels"":[""perDay""]},{""start"":56,""end"":60,""text"":""1042"",""labels"":[""perOperation""]},{""start"":152,""end"":155,""text"":""907"",""labels"":[""perOperation""]},{""start"":258,""end"":262,""text"":""1184"",""labels"":[""perOperation""]},{""start"":452,""end"":455,""text"":""579"",""labels"":[""perOperation""]}]",909.945,"выравнивание под кукурузы зерно
по пу день 82 от начала 1042
отделение 12 день 82 от начала 549
выравнивание под кукурузы силос
по пу день 30 от начала 907
отделение 11 день 30 от начала 437
предпосевная культура под сахарная свекла
по пу день 531 от начала 1184
отделение 11 день 80 от начала 174
отделение 12 день 260 от начала 467
отделение 16 день 101 от начала 348
отделение 17 день 90 от начала 195
посев сахарная свекла
по пу день 357 от начала 579
отделение 11 день 80 от начала 97
отделение 12 день 85 от начала 130
отделение 16 день 81 от начала 231
отделение 17 день 111 от начала 121","2025-04-17T15:26:15.924607Z"
62,56,"1","2025-04-17T15:27:27.400263Z",475,"Выравн под кук силос
ПоПу 25/932
Отд 11 25/462
Предп культ под сах св
ПоПу 452/1636
Отд 11 78/252
Отд 12 143/610
Отд 16 121/469 5га вымочки
Отд 17 110/305
Сев сах св
ПоПу 403/982
Отд 11 73/170
Отд 12 139/269
Отд 16 65/296
Отд 17 126/247","[{""start"":32,""end"":34,""text"":""по"",""labels"":[""department""]},{""start"":137,""end"":139,""text"":""по"",""labels"":[""department""]},{""start"":344,""end"":346,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":12,""text"":""выравнивание"",""labels"":[""operation""]},{""start"":322,""end"":327,""text"":""посев"",""labels"":[""operation""]},{""start"":17,""end"":31,""text"":""кукурузы силос"",""labels"":[""plant""]},{""start"":121,""end"":136,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":95,""end"":116,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":328,""end"":343,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":43,""end"":45,""text"":""25"",""labels"":[""perDay""]},{""start"":148,""end"":151,""text"":""452"",""labels"":[""perDay""]},{""start"":355,""end"":358,""text"":""403"",""labels"":[""perDay""]},{""start"":56,""end"":59,""text"":""932"",""labels"":[""perOperation""]},{""start"":162,""end"":166,""text"":""1636"",""labels"":[""perOperation""]},{""start"":369,""end"":372,""text"":""982"",""labels"":[""perOperation""]}]",65.832,"выравнивание под кукурузы силос
по пу день 25 от начала 932
отделение 11 день 25 от начала 462
предпосевная культура под сахарная свекла
по пу день 452 от начала 1636
отделение 11 день 78 от начала 252
отделение 12 день 143 от начала 610
отделение 16 день 121 от начала 469 5га вымочки
отделение 17 день 110 от начала 305
посев сахарная свекла
по пу день 403 от начала 982
отделение 11 день 73 от начала 170
отделение 12 день 139 от начала 269
отделение 16 день 65 от начала 296
отделение 17 день 126 от начала 247","2025-04-17T15:27:27.400301Z"
63,57,"1","2025-04-17T15:28:28.293324Z",476,"Предп культ под сах св
ПоПу 211/1847
Отд 11 81/333
Отд 17 130/435
Сев сах св
ПоПу 268/1250
Отд 11 100/270
Отд 12 36/305
Отд 17 132/379","[{""start"":42,""end"":44,""text"":""по"",""labels"":[""department""]},{""start"":165,""end"":167,""text"":""по"",""labels"":[""department""]},{""start"":0,""end"":21,""text"":""предпосевная культура"",""labels"":[""operation""]},{""start"":143,""end"":148,""text"":""посев"",""labels"":[""operation""]},{""start"":26,""end"":41,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":149,""end"":164,""text"":""сахарная свекла"",""labels"":[""plant""]},{""start"":53,""end"":56,""text"":""211"",""labels"":[""perDay""]},{""start"":176,""end"":179,""text"":""268"",""labels"":[""perDay""]},{""start"":67,""end"":71,""text"":""1847"",""labels"":[""perOperation""]},{""start"":190,""end"":194,""text"":""1250"",""labels"":[""perOperation""]}]",41.983,"предпосевная культура под сахарная свекла
по пу день 211 от начала 1847
отделение 11 день 81 от начала 333
отделение 17 день 130 от начала 435
посев сахарная свекла
по пу день 268 от начала 1250
отделение 11 день 100 от начала 270
отделение 12 день 36 от начала 305
отделение 17 день 132 от начала 379","2025-04-17T15:28:28.293366Z"
